ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2293	"AT5G25450"	"QCR7-2"	chr5	+	8857648	8857696	8857210	8857368	8857780	8858476
2294	"AT1G01860"	"PFC1"	chr1	-	304879	304963	304696	304807	305173	305258
2295	"AT1G01860"	"PFC1"	chr1	-	305037	305090	304879	304963	305173	305258
2296	"AT2G23000"	"SCPL10"	chr2	+	9795313	9795427	9794523	9794642	9795522	9795568
2297	"AT2G23000"	"SCPL10"	chr2	+	9795522	9795568	9794523	9794642	9795660	9795863
2298	"AT3G28130"	"AT3G28130"	chr3	+	10467731	10467978	10466086	10466200	10468076	10468238
2299	"AT3G28130"	"AT3G28130"	chr3	+	10467731	10467978	10466086	10466200	10468314	10468463
2300	"AT3G28130"	"AT3G28130"	chr3	+	10468076	10468238	10466086	10466200	10468314	10468463
2301	"AT3G28130"	"AT3G28130"	chr3	+	10468076	10468238	10467731	10467978	10468314	10468463
2302	"AT3G28130"	"AT3G28130"	chr3	+	10468314	10468463	10466086	10466200	10468568	10468911
2303	"AT2G17780"	"MCA2"	chr2	-	7727037	7727109	7726541	7726960	7727324	7727404
2304	"AT3G54660"	"EMB2360"	chr3	-	20230732	20230903	20230506	20230641	20230979	20231043
2305	"AT3G02920"	"RPA2B"	chr3	-	653905	653965	653596	653701	654087	654350
2306	"AT2G20570"	"GLK1"	chr2	+	8856017	8856065	8855357	8855950	8856296	8856437
2307	"AT2G20570"	"GLK1"	chr2	+	8856296	8856437	8855357	8855950	8856515	8856860
2308	"AT2G40290"	"AT2G40290"	chr2	-	16829322	16829421	16828765	16829185	16829729	16829834
2309	"AT1G09210"	"CRT2"	chr1	-	2974927	2975032	2974754	2974841	2975205	2975464
2310	"AT3G20860"	"ATNEK5"	chr3	+	7307070	7307113	7306907	7306988	7307201	7307251
2311	"AT3G10010"	"DML2"	chr3	-	3083092	3083150	3082812	3082955	3083234	3083271
2312	"AT5G10490"	"MSL2"	chr5	-	3303927	3303981	3303785	3303842	3304642	3304761
2313	"AT5G10490"	"MSL2"	chr5	-	3303927	3304104	3303785	3303842	3304642	3304761
2314	"AT1G60220"	"ULP1D"	chr1	+	22211092	22211215	22210911	22211009	22211361	22211476
2315	"AT4G16765"	"AT4G16765"	chr4	-	9431001	9431123	9430743	9430844	9431428	9431480
2316	"AT4G16765"	"AT4G16765"	chr4	-	9431712	9431902	9431557	9431638	9432238	9432437
2317	"AT4G23850"	"LACS4"	chr4	-	12405318	12405394	12405094	12405212	12405472	12405539
2318	"AT4G23850"	"LACS4"	chr4	-	12407137	12407186	12406935	12407012	12407262	12407319
2319	"AT2G01905"	"CYCJ18"	chr2	+	410932	411032	410544	410621	411120	411219
2320	"AT1G17665"	"AT1G17665"	chr1	-	6073469	6073522	6073180	6073268	6073872	6074484
2321	"AT2G29890"	"VLN1"	chr2	+	12744735	12744835	12744541	12744652	12744917	12744986
2322	"AT1G30910"	"AT1G30910"	chr1	+	11001470	11001620	11000882	11001047	11001707	11001884
2323	"AT1G75980"	"AT1G75980"	chr1	-	28523501	28523572	28523332	28523405	28523718	28523845
2324	"AT1G75980"	"AT1G75980"	chr1	-	28523718	28523845	28523332	28523405	28523925	28523974
2325	"AT3G27530"	"GC6"	chr3	-	10198046	10198120	10197896	10197966	10198223	10198370
2326	"AT1G36160"	"ACC1"	chr1	+	13538567	13538657	13538357	13538468	13538739	13538916
2327	"AT1G01770"	"AT1G01770"	chr1	+	279535	279576	279326	279425	279796	279910
2328	"AT1G01770"	"AT1G01770"	chr1	+	281308	281348	280888	281121	281437	281536
2329	"AT1G48790"	"AMSH1"	chr1	-	18046803	18046868	18046632	18046708	18047313	18047659
2330	"AT3G55800"	"SBPASE"	chr3	+	20709842	20709968	20709385	20709753	20710059	20710245
2331	"AT3G55800"	"SBPASE"	chr3	+	20710508	20710730	20710336	20710418	20710805	20710906
2332	"AT1G03000"	"PEX6"	chr1	-	690756	690898	690398	690579	691120	691364
2333	"AT1G50140"	"AT1G50140"	chr1	-	18573615	18573654	18573113	18573221	18573752	18573947
2334	"AT1G50140"	"AT1G50140"	chr1	-	18575747	18575813	18574606	18574758	18576669	18576721
2335	"AT1G50140"	"AT1G50140"	chr1	-	18576669	18576721	18574606	18574758	18577002	18577093
2336	"AT3G26900"	"SKL1"	chr3	-	9913809	9913864	9913630	9913703	9913962	9914003
2337	"AT5G56150"	"UBC30"	chr5	+	22729732	22729825	22729175	22729243	22729996	22730124
2338	"AT5G56150"	"UBC30"	chr5	+	22729739	22729825	22729181	22729243	22729996	22730124
2339	"AT1G76970"	"AT1G76970"	chr1	-	28924570	28924649	28924397	28924496	28924744	28924900
2340	"AT1G76970"	"AT1G76970"	chr1	-	28924744	28924900	28924397	28924496	28925205	28925404
2341	"AT5G63320"	"GTE10"	chr5	-	25376512	25376585	25376344	25376428	25376751	25376822
2342	"AT5G63320"	"GTE10"	chr5	-	25377220	25377379	25376751	25376822	25377458	25377507
2343	"AT1G19800"	"TGD1"	chr1	+	6846539	6846628	6846373	6846470	6846730	6846858
2344	"AT1G19800"	"TGD1"	chr1	+	6846542	6846628	6846371	6846470	6846730	6846858
2345	"AT4G30820"	"AT4G30820"	chr4	+	15007072	15007211	15006647	15006702	15007601	15007675
2346	"AT4G30820"	"AT4G30820"	chr4	+	15007106	15007211	15006559	15006702	15007601	15007675
2347	"AT1G74790"	"HIPL1"	chr1	+	28100329	28100543	28099458	28100244	28100658	28100837
2348	"AT5G54430"	"ATPHOS32"	chr5	-	22097518	22097570	22097165	22097428	22098972	22099758
2349	"AT4G04223"	"AT4G04223"	chr4	+	2036891	2036933	2036510	2036817	2037600	2037800
2350	"AT1G08910"	"AT1G08910"	chr1	+	2858502	2858554	2858236	2858338	2858994	2859057
2351	"AT1G08910"	"AT1G08910"	chr1	+	2858652	2858704	2858502	2858554	2858994	2859057
2352	"AT5G61250"	"AtGUS1"	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
2353	"AT5G19280"	"KAPP"	chr5	+	6492134	6492164	6491918	6492013	6492496	6492612
2354	"AT5G06350"	"AT5G06350"	chr5	+	1940491	1940552	1939982	1940126	1940928	1941242
2355	"AT1G80030"	"AT1G80030"	chr1	-	30107545	30107667	30107019	30107215	30107860	30107953
2356	"AT1G69770"	"CMT3"	chr1	-	26250775	26250842	26250213	26250543	26250924	26250983
2357	"AT5G44578"	"AT5G44578"	chr5	+	17978023	17978113	17977176	17977340	17978375	17978638
2358	"AT5G53050"	"AT5G53050"	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
2359	"AT2G20180"	"PIF1"	chr2	-	8704439	8704608	8704023	8704359	8704688	8705027
2360	"AT4G14880"	"OASA1"	chr4	-	8518953	8519005	8518744	8518824	8519102	8519240
2361	"AT2G26510"	"NAT3"	chr2	+	11275643	11275703	11275482	11275558	11275790	11275975
2362	"AT3G52260"	"AT3G52260"	chr3	-	19386097	19386125	19385973	19386020	19386211	19386272
2363	"AT3G18270"	"CYP77A5P"	chr3	+	6262577	6262688	6261904	6262441	6262990	6263207
2364	"AT1G48380"	"RHL1"	chr1	-	17878683	17878794	17878164	17878595	17878879	17879270
2365	"AT1G45248"	"AT1G45248"	chr1	-	17163345	17163399	17162962	17163276	17163534	17163683
2366	"AT1G45248"	"AT1G45248"	chr1	-	17163345	17163420	17162962	17163276	17163534	17163683
2367	"AT4G22300"	"SOBER1"	chr4	-	11788250	11788374	11787998	11788120	11788567	11788620
2368	"AT3G13740"	"AT3G13740"	chr3	+	4504670	4504801	4504269	4504505	4504989	4505061
2369	"AT2G42247"	"AT2G42247"	chr2	+	17599696	17599913	17599369	17599417	17600041	17600281
2370	"AT3G04810"	"NEK2"	chr3	+	1317946	1317963	1317335	1317512	1318049	1318181
2371	"AT2G22270"	"AT2G22270"	chr2	+	9464439	9464541	9464233	9464357	9464626	9464929
2372	"AT1G07940"	"A3"	chr1	-	2464912	2465076	2464330	2464814	2465409	2465467
2373	"AT1G19880"	"AT1G19880"	chr1	-	6903312	6903380	6903084	6903206	6903472	6903534
2374	"AT2G44650"	"CHL-CPN10"	chr2	-	18420131	18420182	18419941	18420007	18420265	18420324
2375	"AT1G64230"	"UBC28"	chr1	+	23834476	23834602	23833749	23833861	23834691	23834819
2376	"AT1G64230"	"UBC28"	chr1	+	23834565	23834592	23833773	23833861	23834691	23834819
2377	"AT4G21926"	"AT4G21926"	chr4	-	11639715	11639765	11638700	11639064	11639914	11640164
2378	"AT3G56160"	"BASS4"	chr3	-	20838781	20838849	20838308	20838394	20839033	20839055
2379	"AT3G56160"	"BASS4"	chr3	-	20839033	20839055	20838308	20838394	20839374	20839488
2380	"AT3G56160"	"BASS4"	chr3	-	20839374	20839488	20839033	20839055	20839733	20839802
2381	"AT3G56160"	"BASS4"	chr3	-	20839374	20839488	20839033	20839055	20840318	20840397
2382	"AT1G05900"	"NTH2"	chr1	+	1787785	1787910	1787616	1787688	1788221	1788288
2383	"AT3G17330"	"ECT6"	chr3	-	5919388	5919517	5918873	5919304	5919943	5920188
2384	"AT3G52880"	"ATMDAR1"	chr3	-	19603898	19603994	19603666	19603738	19604315	19604454
2385	"AT5G56870"	"BGAL4"	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
2386	"AT2G19450"	"DGAT1"	chr2	+	8427430	8427498	8427257	8427333	8427579	8427703
2387	"AT5G59290"	"UXS3"	chr5	-	23916089	23916130	23915529	23915996	23916227	23916358
2388	"AT4G28680"	"TYRDC"	chr4	+	14157728	14157793	14157417	14157474	14157877	14158001
2389	"AT1G24260"	"SEP3"	chr1	-	8594200	8594242	8593972	8594115	8594325	8594367
2390	"AT5G51450"	"RIN3"	chr5	+	20894167	20894254	20893793	20893871	20894354	20894476
2391	"AT5G51450"	"RIN3"	chr5	+	20894987	20895084	20894354	20894476	20895190	20895296
2392	"AT2G03150"	"emb1579"	chr2	+	957620	957695	957422	957497	957779	958235
2393	"AT2G04305"	"AT2G04305"	chr2	-	1502467	1502547	1502031	1502296	1502748	1503542
2394	"AT5G25360"	"AT5G25360"	chr5	-	8800764	8800852	8800068	8800135	8801504	8801749
2395	"AT5G27730"	"AT5G27730"	chr5	+	9821985	9822052	9821811	9821903	9822142	9822224
2396	"AT3G12530"	"GINS2"	chr3	-	3973816	3973896	3973662	3973737	3974166	3974195
2397	"AT5G19000"	"BPM1"	chr5	+	6343643	6343725	6343126	6343475	6344088	6344365
2398	"AT1G54730"	"AT1G54730"	chr1	+	20425711	20425777	20425552	20425612	20426203	20426269
2399	"AT1G54730"	"AT1G54730"	chr1	+	20427125	20427210	20426964	20427045	20427299	20427343
2400	"AT1G54730"	"AT1G54730"	chr1	+	20428048	20428111	20427299	20427343	20428387	20428447
2401	"AT1G54730"	"AT1G54730"	chr1	+	20428048	20428111	20427299	20427343	20428788	20428842
2402	"AT1G54730"	"AT1G54730"	chr1	+	20428387	20428447	20427299	20427343	20428788	20428842
2403	"AT1G54730"	"AT1G54730"	chr1	+	20428387	20428447	20428048	20428111	20428788	20428842
2404	"AT1G54730"	"AT1G54730"	chr1	+	20428788	20428842	20427299	20427343	20429313	20429373
2405	"AT5G19050"	"AT5G19050"	chr5	+	6369996	6370073	6369266	6369582	6370207	6370313
2406	"AT2G25605"	"AT2G25605"	chr2	+	10900280	10900343	10900096	10900189	10900444	10900540
2407	"AT2G45023"	"AT2G45023"	chr2	-	18571094	18571165	18570512	18570745	18571329	18571398
2408	"AT2G45023"	"AT2G45023"	chr2	-	18571094	18571179	18570155	18570745	18571329	18571398
2409	"AT2G45023"	"AT2G45023"	chr2	-	18571329	18571398	18570155	18570745	18571764	18572173
2410	"AT4G27050"	"AT4G27050"	chr4	-	13577742	13577789	13577550	13577652	13577905	13578051
2411	"AT5G67140"	"AT5G67140"	chr5	-	26794494	26794630	26794303	26794402	26794871	26795018
2412	"AT5G65080"	"MAF5"	chr5	+	26000266	26000324	25997503	25997855	26000865	26000927
2413	"AT5G65080"	"MAF5"	chr5	+	26001587	26001629	26001243	26001285	26002103	26002211
2414	"AT3G50590"	"AT3G50590"	chr3	+	18775209	18775299	18774937	18775092	18775476	18775544
2415	"AT1G09932"	"AT1G09932"	chr1	-	3231736	3231811	3231543	3231632	3232016	3232137
2416	"AT2G43400"	"ETFQO"	chr2	+	18023643	18023746	18023327	18023420	18023831	18023956
2417	"AT1G78790"	"AT1G78790"	chr1	-	29624124	29624178	29623928	29624033	29624260	29624300
2418	"AT4G33430"	"BAK1"	chr4	-	16089066	16089207	16088543	16088615	16089334	16089478
2419	"AT1G31970"	"RH5"	chr1	+	11480914	11480995	11480717	11480825	11481149	11481228
2420	"AT5G23050"	"AAE17"	chr5	-	7732890	7732985	7732406	7732623	7733197	7733418
2421	"AT1G18900"	"AT1G18900"	chr1	+	6529420	6529643	6528983	6529181	6529776	6532336
2422	"AT1G18750"	"AGL65"	chr1	+	6468056	6468075	6467897	6467957	6468165	6468230
2423	"AT1G73270"	"SCPL6"	chr1	-	27550465	27550534	27550319	27550391	27550631	27550718
2424	"AT5G51120"	"PABN1"	chr5	+	20780196	20780319	20780014	20780117	20780395	20780454
2425	"AT5G51120"	"PABN1"	chr5	+	20780386	20780454	20780014	20780117	20780698	20780890
2426	"AT5G51120"	"PABN1"	chr5	+	20780395	20780454	20780014	20780117	20780698	20780890
2427	"AT1G30810"	"JMJ18"	chr1	-	10941469	10941580	10941018	10941105	10941766	10941825
2428	"AT1G30810"	"JMJ18"	chr1	-	10941766	10941825	10941469	10941580	10942045	10942292
2429	"AT2G31280"	"BHLH155"	chr2	+	13340540	13340582	13340384	13340466	13340705	13340765
2430	"AT2G31280"	"BHLH155"	chr2	+	13340895	13341015	13340705	13340765	13341175	13342381
2431	"AT3G61440"	"CYSC1"	chr3	+	22736369	22736427	22736057	22736288	22736519	22736783
2432	"AT3G61440"	"CYSC1"	chr3	+	22737383	22737443	22737225	22737305	22737518	22737599
2433	"AT3G61420"	"TFB1-3"	chr3	-	22727736	22727784	22727470	22727539	22727916	22727994
2434	"AT1G80050"	"APT2"	chr1	-	30111921	30111980	30111513	30111782	30112126	30112276
2435	"AT3G23700"	"AT3G23700"	chr3	-	8531855	8531906	8531428	8531772	8531990	8532069
2436	"AT5G06120"	"AT5G06120"	chr5	+	1844736	1844803	1844066	1844184	1845291	1845549
2437	"AT3G06400"	"CHR11"	chr3	+	1943676	1943750	1943316	1943599	1943860	1944081
2438	"AT4G32820"	"AT4G32820"	chr4	-	15837994	15838021	15837321	15837891	15838089	15838305
2439	"AT4G08035"	"AT4G08035"	chr4	+	4867718	4867800	4866553	4867187	4868116	4868343
2440	"AT1G12250"	"AT1G12250"	chr1	+	4159853	4159883	4159564	4159750	4160063	4160170
2441	"AT2G35630"	"MOR1"	chr2	+	14976539	14976651	14976277	14976460	14976870	14976947
2442	"AT2G35630"	"MOR1"	chr2	+	14979682	14979754	14979367	14979580	14979839	14980026
2443	"AT1G13650"	"AT1G13650"	chr1	-	4681882	4681946	4681010	4681492	4682065	4682196
2444	"AT1G60440"	"PANK1"	chr1	-	22268316	22268433	22267771	22267891	22268539	22268586
2445	"AT3G26100"	"AT3G26100"	chr3	+	9537904	9537956	9536922	9537402	9538046	9538281
2446	"AT4G27040"	"VP22-1"	chr4	-	13574948	13575081	13574741	13574852	13575225	13575299
2447	"AT4G27040"	"VP22-1"	chr4	-	13574948	13575095	13574525	13574852	13575225	13575304
2448	"AT4G27040"	"VP22-1"	chr4	-	13575225	13575299	13574948	13575081	13575398	13575538
2449	"AT1G50030"	"TOR"	chr1	-	18529394	18529456	18529164	18529262	18529532	18529667
2450	"AT1G54110"	"AT1G54110"	chr1	+	20199898	20199992	20199417	20199457	20200103	20200171
2451	"AT2G20210"	"AT2G20210"	chr2	-	8722091	8722238	8721853	8721999	8722318	8722483
2452	"AT3G13630"	"AT3G13630"	chr3	+	4457611	4457683	4457422	4457511	4457773	4458134
2453	"AT2G32960"	"AT2G32960"	chr2	+	13988672	13988768	13988399	13988499	13990231	13990289
2454	"AT5G26240"	"CLC-D"	chr5	+	9192014	9192074	9191663	9191813	9192183	9192258
2455	"AT2G27110"	"FRS3"	chr2	-	11577204	11577321	11576668	11577013	11577660	11577810
2456	"AT2G27110"	"FRS3"	chr2	-	11580251	11580462	11578251	11579962	11580609	11580791
2457	"AT5G45350"	"AT5G45350"	chr5	-	18383144	18383283	18382559	18382877	18383657	18383693
2458	"AT1G50440"	"AT1G50440"	chr1	+	18687123	18687226	18686575	18686722	18687357	18687470
2459	"AT2G26900"	"BASS2"	chr2	-	11477591	11477694	11477403	11477521	11477767	11477944
2460	"AT5G50330"	"AT5G50330"	chr5	-	20487661	20487709	20487432	20487561	20487941	20488136
2461	"AT3G01850"	"AT3G01850"	chr3	-	301493	301498	301323	301386	301873	302038
2462	"AT3G49645"	"AT3G49645"	chr3	-	18404365	18404443	18404201	18404269	18404702	18404788
2463	"AT3G20000"	"TOM40-1"	chr3	+	6969821	6969905	6969654	6969723	6970011	6970107
2464	"AT1G60730"	"AT1G60730"	chr1	-	22359221	22359281	22358937	22359110	22359474	22359675
2465	"AT3G14100"	"UBP1C"	chr3	+	4673523	4673585	4672918	4673146	4673673	4673776
2466	"AT5G10278"	"AT5G10278"	chr5	+	3228763	3228867	3228240	3228420	3229579	3229669
2467	"AT1G71410"	"AT1G71410"	chr1	-	26915919	26915981	26915715	26915802	26916080	26916207
2468	"AT3G17850"	"IREH1"	chr3	-	6111098	6111187	6110941	6110993	6111393	6111479
2469	"AT3G02730"	"TRXF1"	chr3	-	588888	588988	588407	588713	589298	589685
2470	"AT4G22890"	"PGRL1A"	chr4	+	12008518	12008595	12008377	12008434	12008688	12008851
2471	"AT5G06265"	"AT5G06265"	chr5	+	1905778	1906243	1905286	1905383	1906563	1906766
2472	"AT5G06265"	"AT5G06265"	chr5	+	1906563	1906766	1905291	1905383	1907232	1907395
2473	"AT2G46230"	"AT2G46230"	chr2	-	18985265	18985308	18985113	18985186	18985460	18985566
2474	"AT2G36010"	"E2FA"	chr2	+	15119999	15120149	15119588	15119963	15120479	15120666
2475	"AT2G36010"	"E2FA"	chr2	+	15121239	15121291	15120938	15121113	15121389	15121448
2476	"AT2G36010"	"E2FA"	chr2	+	15121529	15121580	15121389	15121448	15121686	15121735
2477	"AT5G39790"	"AT5G39790"	chr5	-	15933475	15933581	15933291	15933380	15933808	15933865
2478	"AT1G67490"	"GCS1"	chr1	-	25284348	25284431	25283877	25283985	25284843	25284940
2479	"AT1G67490"	"GCS1"	chr1	-	25285788	25286040	25285476	25285645	25286120	25286194
2480	"AT1G07780"	"PAI1"	chr1	-	2411823	2411929	2411478	2411541	2412609	2412673
2481	"AT1G07780"	"PAI1"	chr1	-	2411823	2412219	2411478	2411541	2412609	2412675
2482	"AT1G07780"	"PAI1"	chr1	-	2412193	2412219	2411823	2411929	2412609	2412677
2483	"AT2G42780"	"AT2G42780"	chr2	+	17801536	17801615	17801317	17801458	17801739	17801802
2484	"AT2G42780"	"AT2G42780"	chr2	+	17802271	17802391	17802124	17802181	17802480	17802816
2485	"AT3G18750"	"WNK6"	chr3	-	6456966	6457020	6456743	6456842	6457395	6457512
2486	"AT5G37290"	"AT5G37290"	chr5	+	14762683	14762801	14762369	14762473	14762883	14762920
2487	"AT5G37290"	"AT5G37290"	chr5	+	14762883	14762920	14762369	14762473	14763367	14763441
2488	"AT1G08040"	"AT1G08040"	chr1	-	2496723	2496825	2496538	2496652	2496929	2497045
2489	"AT4G39680"	"AT4G39680"	chr4	-	18417125	18417184	18415785	18416961	18417346	18417530
2490	"AT4G37870"	"PCKA"	chr4	-	17804483	17804782	17804131	17804305	17804871	17804972
2491	"AT3G27930"	"AT3G27930"	chr3	-	10370565	10370607	10370372	10370449	10370798	10370929
2492	"AT3G48860"	"SCD2"	chr3	+	18119377	18119405	18119226	18119276	18119512	18119587
2493	"AT3G48860"	"SCD2"	chr3	+	18120770	18120812	18120514	18120584	18121152	18121193
2494	"AT4G35440"	"CLC-E"	chr4	-	16836596	16836696	16835985	16836429	16836848	16837057
2495	"AT1G03090"	"MCCA"	chr1	+	741147	741207	740969	741065	741508	741601
2496	"AT1G03090"	"MCCA"	chr1	+	741508	741601	741147	741207	741683	741795
2497	"AT5G58800"	"AT5G58800"	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
2498	"AT5G58800"	"AT5G58800"	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
2499	"AT5G42690"	"AT5G42690"	chr5	-	17119402	17119528	17118825	17119114	17119597	17119741
2500	"AT4G25440"	"ZFWD1"	chr4	-	13007521	13007581	13007333	13007431	13007668	13007788
2501	"AT4G01897"	"AT4G01897"	chr4	-	821094	821169	820335	820648	821334	821505
2502	"AT1G66730"	"AtLIG6"	chr1	+	24887643	24887725	24887434	24887552	24887810	24887913
2503	"AT1G66730"	"AtLIG6"	chr1	+	24889193	24889291	24888832	24888880	24889381	24889447
2504	"AT1G66730"	"AtLIG6"	chr1	+	24890351	24890401	24890026	24890134	24890493	24890528
2505	"AT1G66730"	"AtLIG6"	chr1	+	24890493	24890528	24890026	24890134	24890633	24890695
2506	"AT3G51580"	"AT3G51580"	chr3	-	19132020	19132080	19131824	19131943	19132347	19132807
2507	"AT5G56500"	"CPN60B3"	chr5	+	22875874	22875952	22875627	22875797	22876039	22876111
2508	"AT1G01340"	"CNGC10"	chr1	-	135187	135269	134581	135104	135707	135831
2509	"AT5G56610"	"AT5G56610"	chr5	+	22917254	22917377	22916709	22916953	22917459	22917553
2510	"AT5G56610"	"AT5G56610"	chr5	+	22917254	22917377	22916709	22916953	22917635	22917718
2511	"AT5G56610"	"AT5G56610"	chr5	+	22917459	22917553	22916730	22916953	22917635	22917718
2512	"AT5G56610"	"AT5G56610"	chr5	+	22917459	22917553	22917254	22917377	22917635	22917718
2513	"AT5G11670"	"NADP-ME2"	chr5	+	3756161	3756245	3755996	3756068	3756345	3756444
2514	"AT4G28060"	"COX6B-3"	chr4	-	13944316	13944405	13944153	13944235	13945590	13945773
2515	"AT5G60410"	"SIZ1"	chr5	+	24297667	24297741	24297380	24297456	24297870	24297978
2516	"AT1G18700"	"AT1G18700"	chr1	+	6439114	6439172	6438675	6438758	6439529	6439640
2517	"AT2G22970"	"SCPL11"	chr2	+	9776174	9776212	9776003	9776106	9776417	9776516
2518	"AT2G22970"	"SCPL11"	chr2	+	9777784	9777898	9777202	9777324	9778010	9778056
2519	"AT2G22970"	"SCPL11"	chr2	+	9778010	9778056	9777202	9777324	9778143	9778528
2520	"AT5G08630"	"AT5G08630"	chr5	-	2798897	2798986	2798280	2798725	2799075	2799237
2521	"AT1G30450"	"CCC1"	chr1	+	10764071	10764150	10763506	10763644	10764791	10764883
2522	"AT3G51250"	"AT3G51250"	chr3	+	19029462	19029629	19028202	19029188	19030056	19030141
2523	"AT4G04330"	"AT4G04330"	chr4	-	2117037	2117054	2116865	2116928	2118002	2118120
2524	"AT4G04330"	"AT4G04330"	chr4	-	2117037	2117054	2116865	2116928	2118202	2118297
2525	"AT4G04330"	"AT4G04330"	chr4	-	2118002	2118120	2116865	2116928	2118202	2118297
2526	"AT4G04330"	"AT4G04330"	chr4	-	2118002	2118120	2117037	2117054	2118202	2118297
2527	"AT1G34430"	"EMB3003"	chr1	-	12588451	12588522	12588251	12588335	12588624	12588712
2528	"AT2G45660"	"SOC1"	chr2	-	18808674	18808736	18808467	18808567	18808927	18809009
2529	"AT4G34070"	"AT4G34070"	chr4	-	16324299	16324385	16323885	16324124	16324543	16324648
2530	"AT1G72050"	"TFIIIA"	chr1	+	27115641	27115816	27115350	27115491	27115914	27116359
2531	"AT2G25730"	"AT2G25730"	chr2	-	10963532	10963623	10963342	10963420	10963845	10964061
2532	"AT4G34830"	"MRL1"	chr4	-	16600320	16600414	16599604	16600207	16600554	16600603
2533	"AT4G34830"	"MRL1"	chr4	-	16603851	16603967	16603454	16603583	16604049	16604194
2534	"AT5G04260"	"WCRKC2"	chr5	-	1179373	1179448	1179206	1179273	1179708	1180036
2535	"AT1G28100"	"AT1G28100"	chr1	+	9802574	9802621	9802436	9802500	9802763	9802818
2536	"AT1G28100"	"AT1G28100"	chr1	+	9802915	9802954	9802763	9802818	9803206	9803375
2537	"AT1G28100"	"AT1G28100"	chr1	+	9802915	9802978	9802763	9802818	9803206	9803375
2538	"AT1G28100"	"AT1G28100"	chr1	+	9803623	9803676	9803488	9803546	9803770	9804092
2539	"AT1G28100"	"AT1G28100"	chr1	+	9803623	9803680	9803488	9803546	9803770	9804026
2540	"AT4G38950"	"AT4G38950"	chr4	-	18157036	18157102	18156787	18156912	18157185	18157253
2541	"AT1G32380"	"PRS2"	chr1	+	11682588	11682753	11681751	11682176	11682839	11683088
2542	"AT5G09790"	"ATXR5"	chr5	-	3040434	3040515	3039940	3040170	3040615	3040970
2543	"AT1G15280"	"AT1G15280"	chr1	+	5253287	5253387	5252519	5252935	5253545	5253751
2544	"AT4G00420"	"AT4G00420"	chr4	-	182575	182695	182242	182420	183299	183379
2545	"AT1G10670"	"ACLA-1"	chr1	+	3535960	3536020	3535773	3535885	3536130	3536307
2546	"AT4G05020"	"NDB2"	chr4	+	2575461	2575572	2575216	2575338	2575916	2576036
2547	"AT1G03365"	"RF4"	chr1	+	827178	829182	826568	826737	829720	830383
2548	"AT5G61140"	"AT5G61140"	chr5	+	24601148	24601244	24600986	24601049	24602234	24602402
2549	"AT2G20290"	"XI-G"	chr2	-	8745580	8745625	8745411	8745495	8745709	8745821
2550	"AT2G20290"	"XI-G"	chr2	-	8749738	8749872	8749476	8749623	8749948	8750098
2551	"AT1G66570"	"SUC7"	chr1	-	24835836	24835889	24835308	24835478	24836000	24837321
2552	"AT1G66570"	"SUC7"	chr1	-	24835836	24835900	24835250	24835478	24836000	24837322
2553	"AT1G64750"	"DSS1(I)"	chr1	-	24053272	24053395	24052361	24052917	24053618	24053752
2554	"AT5G42810"	"IPK1"	chr5	+	17168054	17168095	17167826	17167974	17168177	17168288
2555	"AT4G05590"	"MPC3"	chr4	+	2907844	2907897	2907631	2907730	2908016	2908090
2556	"AT4G36480"	"LCB1"	chr4	+	17220507	17220649	17220319	17220415	17220748	17220876
2557	"AT1G24485"	"RWK1"	chr1	+	8681003	8681063	8679856	8680464	8681325	8681475
2558	"AT5G48335"	"AT5G48335"	chr5	+	19588608	19588740	19588227	19588259	19589126	19589177
2559	"AT3G57470"	"AT3G57470"	chr3	-	21274835	21274879	21274617	21274669	21274958	21275032
2560	"AT3G09405"	"PAE4"	chr3	-	2896814	2896944	2896629	2896709	2897022	2897105
2561	"AT1G17330"	"AT1G17330"	chr1	+	5930403	5930422	5930280	5930311	5930802	5930900
2562	"AT2G27350"	"AT2G27350"	chr2	-	11702449	11702526	11701763	11702382	11704056	11704248
2563	"AT2G41520"	"TPR15"	chr2	+	17321459	17321463	17321248	17321355	17321737	17321966
2564	"AT4G20850"	"TPP2"	chr4	-	11164062	11164180	11163741	11163821	11164270	11164371
2565	"AT4G29220"	"PFK1"	chr4	-	14404100	14404143	14403861	14404016	14404234	14404503
2566	"AT4G29220"	"PFK1"	chr4	-	14405466	14405529	14405255	14405393	14405614	14405654
2567	"AT1G68310"	"AE7"	chr1	+	25600987	25601033	25600561	25600661	25601141	25601463
2568	"AT1G19580"	"GAMMACA1"	chr1	+	6776563	6776645	6776242	6776394	6776801	6777456
2569	"AT3G45290"	"MLO3"	chr3	+	16620732	16620800	16620585	16620621	16620909	16620970
2570	"AT5G42560"	"HVA22I"	chr5	+	17015562	17015604	17014922	17015102	17015701	17015800
2571	"AT5G20500"	"GRXC4"	chr5	+	6939177	6939251	6938597	6938809	6939398	6939497
