ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
459	"AT4G30900"	"AT4G30900"	chr4	+	15039431	15039768	15039431	15039566	15039641	15039768	459	20,25,28	15,16,4	8,15,9	4,17,9	223	149	0.111973601457	0.309373871503	0.471,0.511,0.824	0.572,0.371,0.401	0.154
461	"AT5G14320"	"RPS13"	chr5	-	4617649	4618458	4617649	4618006	4618233	4618458	461	10,15,13	2724,2873,2569	12,13,10	3606,4701,2367	298	149	1	1.0	0.002,0.003,0.003	0.002,0.001,0.002	0.001
463	"AT1G15140"	"AT1G15140"	chr1	-	5210548	5210809	5210548	5210629	5210713	5210809	463	6,21,7	432,498,475	16,30,4	766,1188,524	232	149	0.534159417235	0.902510985626	0.009,0.026,0.009	0.013,0.016,0.005	0.003
464	"AT4G25450"	"ABCB28"	chr4	-	13010230	13010429	13010230	13010287	13010372	13010429	464	28,29,30	162,159,134	33,52,22	215,344,155	233	149	0.181447405033	0.434041292566	0.1,0.104,0.125	0.089,0.088,0.083	0.023
465	"AT1G77080"	"AGL27"	chr1	+	28958601	28958844	28958601	28958663	28958744	28958844	465	36,47,63	203,276,276	66,78,52	146,172,84	229	149	3.58790219757e-10	7.95464170144e-09	0.103,0.1,0.129	0.227,0.228,0.287	-0.137
466	"AT2G32850"	"AT2G32850"	chr2	-	13935185	13935834	13935185	13935641	13935701	13935834	466	15,29,30	7,17,5	20,34,15	32,36,16	208	149	0.000556859519767	0.00342017096938	0.606,0.55,0.811	0.309,0.404,0.402	0.284
468	"AT4G14960"	"TUBA6"	chr4	-	8548491	8550028	8548491	8548878	8548963	8550028	468	446,707,652	0,0,0	690,1047,560	2,1,1	233	149	1	1.0	1.0,1.0,1.0	0.995,0.999,0.997	0.003
469	"AT5G59980"	"AT5G59980"	chr5	+	24148319	24149578	24148319	24149272	24149348	24149578	469	4,9,6	4,1,6	6,6,5	11,14,0	224	149	0.625403940268	0.979177381622	0.399,0.857,0.399	0.266,0.222,1.0	0.056
470	"AT5G03900"	"AT5G03900"	chr5	+	1050929	1051369	1050929	1050993	1051225	1051369	470	9,22,24	248,279,208	3,24,18	152,254,127	298	149	0.668131114947	1.0	0.018,0.038,0.055	0.01,0.045,0.066	-0.003
471	"AT5G53900"	"AT5G53900"	chr5	-	21882328	21882734	21882328	21882434	21882590	21882734	471	42,70,55	13,13,24	15,32,25	21,45,15	298	149	3.10032909296e-05	0.000260944365324	0.618,0.729,0.534	0.263,0.262,0.455	0.3
472	"AT5G06510"	"NFYA10"	chr5	+	1985409	1985895	1985409	1985631	1985803	1985895	472	0,0,0	5,15,11	1,0,0	13,13,12	298	149	1	1.0	0.0,0.0,0.0	0.037,0.0,0.0	-0.012
473	"AT3G45050"	"AT3G45050"	chr3	+	16477019	16477524	16477019	16477128	16477299	16477524	473	53,99,95	95,110,120	50,102,57	205,230,121	298	149	5.17119922394e-06	5.40301160294e-05	0.218,0.31,0.284	0.109,0.181,0.191	0.11
474	"AT3G45050"	"AT3G45050"	chr3	+	16477019	16477524	16477019	16477165	16477299	16477524	474	30,46,47	0,0,0	32,44,18	2,3,1	282	149	0.0126285291976	0.0512470225028	1.0,1.0,1.0	0.894,0.886,0.905	0.105
475	"AT3G54000"	"AT3G54000"	chr3	+	19997540	19997984	19997540	19997805	19997894	19997984	475	1,1,0	17,11,9	8,6,3	16,16,10	237	149	1.10710018101e-05	0.000107058943036	0.036,0.054,0.0	0.239,0.191,0.159	-0.166
476	"AT3G54000"	"AT3G54000"	chr3	+	19997540	19998623	19997540	19997984	19998081	19998623	476	0,2,0	26,17,9	2,1,0	39,34,15	245	149	1	1.0	0.0,0.067,0.0	0.03,0.018,0.0	0.006
477	"AT2G01100"	"AT2G01100"	chr2	+	81736	83217	81736	81800	82185	83217	477	9,8,10	63,43,56	15,21,9	55,72,33	298	149	0.0487065065602	0.160413820519	0.067,0.085,0.082	0.12,0.127,0.12	-0.044
478	"AT5G16770"	"AtMYB9"	chr5	+	5514883	5515471	5514883	5514945	5515199	5515471	478	4,1,2	7,1,1	0,1,0	0,3,4	298	149	1	1.0	0.222,0.333,0.5	NA,0.143,0.0	0.28
479	"AT3G44340"	"CEF"	chr3	-	16011620	16012144	16011620	16012032	16012112	16012144	479	2,2,4	156,260,232	2,5,1	198,281,114	228	149	1	1.0	0.008,0.005,0.011	0.007,0.011,0.006	0.0
480	"AT1G07420"	"SMO2-2"	chr1	+	2278586	2279117	2278586	2278724	2278971	2279117	480	2,6,6	62,78,56	5,4,3	60,59,43	298	149	0.901555470436	1.0	0.016,0.037,0.051	0.04,0.033,0.034	-0.001
481	"AT2G21660"	"RBG7"	chr2	-	9265248	9265893	9265248	9265664	9265715	9265893	481	567,986,577	103,185,103	592,526,277	222,117,91	199	149	7.25535203674e-05	0.000583638495699	0.805,0.8,0.807	0.666,0.771,0.695	0.093
482	"AT4G35070"	"AT4G35070"	chr4	+	16694169	16694763	16694169	16694593	16694670	16694763	482	4,0,2	0,0,0	10,7,8	1,1,0	225	149	1	1.0	1.0,NA,1.0	0.869,0.823,1.0	0.103
483	"AT3G05160"	"AT3G05160"	chr3	-	1456533	1457150	1456533	1456596	1456883	1457150	483	17,23,13	100,118,83	0,1,3	36,60,29	298	149	1.56346265034e-06	1.79897158121e-05	0.078,0.089,0.073	0.0,0.008,0.049	0.061
484	"AT1G18620"	"AT1G18620"	chr1	+	6410557	6410854	6410557	6410690	6410769	6410854	484	46,81,48	1,2,2	8,43,17	1,1,2	227	149	0.853670042552	1.0	0.968,0.964,0.94	0.84,0.966,0.848	0.073
485	"AT5G11330"	"AT5G11330"	chr5	-	3617214	3617809	3617214	3617450	3617521	3617809	485	88,115,109	2,4,7	87,171,97	6,5,1	219	149	0.620748509542	0.979177381622	0.968,0.951,0.914	0.908,0.959,0.985	-0.006
489	"AT3G49590"	"AT3G49590"	chr3	+	18377559	18379202	18377559	18377680	18377764	18379202	489	8,6,5	2,0,2	1,11,5	0,3,0	232	149	0.326991881682	0.660523600998	0.72,1.0,0.616	1.0,0.702,1.0	-0.122
490	"AT5G66930"	"AT5G66930"	chr5	+	26726905	26727324	26726905	26727068	26727167	26727324	490	1,3,4	61,87,71	2,3,2	60,133,65	247	149	0.604248284305	0.967540546763	0.01,0.02,0.033	0.02,0.013,0.018	0.004
492	"AT2G02450"	"ANAC034"	chr2	+	649965	650814	649965	650395	650500	650814	492	2,11,11	6,16,13	5,10,4	22,51,17	253	149	0.00343512851971	0.0167625107567	0.164,0.288,0.333	0.118,0.104,0.122	0.147
493	"AT1G06470"	"AT1G06470"	chr1	+	1970423	1970997	1970423	1970580	1970675	1970997	493	11,18,19	0,0,0	5,35,10	0,0,2	243	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.754	0.082
494	"AT3G55480"	"AP3BA"	chr3	-	20570470	20570869	20570470	20570720	20570792	20570869	494	4,8,4	16,33,8	1,12,4	5,28,8	220	149	0.419424410381	0.79263365704	0.145,0.141,0.253	0.119,0.225,0.253	-0.019
497	"AT4G19880"	"AT4G19880"	chr4	-	10784390	10785131	10784390	10784924	10785002	10785131	497	5,10,16	267,319,196	7,6,6	304,380,238	226	149	0.0252219381392	0.0911101982999	0.012,0.02,0.051	0.015,0.01,0.016	0.014
498	"AT2G02960"	"AT2G02960"	chr2	-	862610	862893	862610	862700	862806	862893	498	6,3,6	151,155,171	4,2,1	219,296,151	254	149	0.262989216464	0.565005528933	0.023,0.011,0.02	0.011,0.004,0.004	0.012
500	"AT2G28470"	"BGAL8"	chr2	-	12172981	12173298	12172981	12173151	12173258	12173298	500	29,38,22	3,0,0	12,41,11	0,7,5	255	149	0.00108283259656	0.00611363248617	0.85,1.0,1.0	1.0,0.774,0.562	0.171
502	"AT3G01100"	"HYP1"	chr3	-	35321	36127	35321	35555	35851	36127	502	1,10,5	102,106,114	3,10,6	70,153,79	298	149	0.492720265705	0.857285680962	0.005,0.045,0.021	0.021,0.032,0.037	-0.006
503	"AT2G19280"	"AT2G19280"	chr2	+	8364952	8366144	8364952	8365547	8365620	8366144	503	2,4,7	33,35,17	1,2,4	21,29,20	221	149	0.285854878557	0.594604312605	0.039,0.072,0.217	0.031,0.044,0.119	0.045
504	"AT4G29210"	"GGT3"	chr4	+	14401681	14402953	14401681	14402704	14402815	14402953	504	4,9,8	35,80,74	0,5,1	35,93,45	259	149	0.00202420788404	0.0107602629625	0.062,0.061,0.059	0.0,0.03,0.013	0.046
505	"AT5G45620"	"RPN9A"	chr5	+	18503244	18504117	18503244	18503344	18503682	18504117	505	4,9,5	181,246,227	2,7,2	300,330,219	298	149	0.735019505126	1.0	0.011,0.018,0.011	0.003,0.01,0.005	0.007
506	"AT1G69250"	"AT1G69250"	chr1	+	26034595	26034881	26034595	26034711	26034809	26034881	506	100,146,103	55,91,84	18,21,13	81,86,63	246	149	0	0.0	0.524,0.493,0.426	0.119,0.129,0.111	0.361
507	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631927	632043	507	34,40,38	13,8,1	4,26,15	6,7,5	217	149	0.0860779177218	0.253219505531	0.642,0.774,0.963	0.314,0.718,0.673	0.225
508	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631999	632043	508	76,94,71	0,1,0	23,57,35	0,3,0	289	149	0.594784734829	0.962027266832	1.0,0.98,1.0	1.0,0.907,1.0	0.024
509	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	632008	632043	509	78,103,77	34,65,44	27,59,35	31,28,31	298	149	0.166506382297	0.40577560726	0.534,0.442,0.467	0.303,0.513,0.361	0.089
510	"AT4G30993"	"AT4G30993"	chr4	+	15099298	15099616	15099298	15099410	15099503	15099616	510	38,19,35	212,174,242	49,58,27	255,600,254	241	149	0.356543782103	0.698714490008	0.1,0.063,0.082	0.106,0.056,0.062	0.007
511	"AT2G44500"	"AT2G44500"	chr2	+	18375477	18376790	18375477	18375851	18375930	18376790	511	1,0,1	22,34,21	0,3,0	33,67,35	227	149	1	1.0	0.029,0.0,0.03	0.0,0.029,0.0	0.01
512	"AT1G22920"	"CSN5B"	chr1	-	8109713	8110147	8109713	8109971	8110069	8110147	512	1,0,1	129,214,235	0,4,1	218,274,120	246	149	1	1.0	0.005,0.0,0.003	0.0,0.009,0.005	-0.002
513	"AT5G07890"	"AT5G07890"	chr5	-	2519009	2519270	2519009	2519112	2519210	2519270	513	40,58,46	10,36,19	4,24,9	12,42,15	246	149	7.48136487427e-07	9.44522315377e-06	0.708,0.494,0.595	0.168,0.257,0.267	0.368
514	"AT4G17615"	"CBL1"	chr4	+	9817634	9818076	9817634	9817717	9818016	9818076	514	3,1,0	28,42,29	0,2,1	29,31,11	298	149	1	1.0	0.051,0.012,0.0	0.0,0.031,0.043	-0.004
516	"AT4G06634"	"AT4G06634"	chr4	-	3765940	3766276	3765940	3766140	3766217	3766276	516	9,10,7	31,30,14	3,13,8	12,11,9	225	149	0.106227259509	0.296198094766	0.161,0.181,0.249	0.142,0.439,0.371	-0.12
518	"AT3G59310"	"AT3G59310"	chr3	-	21922848	21923062	21922848	21922917	21923010	21923062	518	5,21,22	42,69,74	8,16,11	41,68,42	241	149	0.692029116707	1.0	0.069,0.158,0.155	0.108,0.127,0.139	0.003
520	"AT4G39260"	"RBG8"	chr4	-	18273898	18274567	18273898	18274185	18274314	18274567	520	104,223,125	46,63,57	134,152,95	38,40,24	277	149	0.0538491942923	0.173071570082	0.549,0.656,0.541	0.655,0.671,0.68	-0.087
521	"AT4G39260"	"RBG8"	chr4	-	18273898	18274567	18273898	18274185	18274416	18274567	521	210,331,226	97,79,54	224,239,164	64,76,37	298	149	0.713906596636	1.0	0.52,0.677,0.677	0.636,0.611,0.689	-0.021
522	"AT5G56600"	"PFN3"	chr5	-	22909684	22910220	22909684	22910016	22910082	22910220	522	3,1,5	243,217,246	5,7,1	320,441,242	214	149	1	1.0	0.009,0.003,0.014	0.011,0.011,0.003	0.0
523	"AT2G48100"	"AT2G48100"	chr2	+	19672191	19672530	19672191	19672380	19672449	19672530	523	20,26,32	120,139,138	48,80,28	186,220,128	217	149	0.0219329732897	0.0810450110583	0.103,0.114,0.137	0.151,0.2,0.131	-0.043
527	"AT4G17680"	"AT4G17680"	chr4	-	9843499	9843900	9843499	9843750	9843829	9843900	527	8,20,13	5,23,5	5,5,2	6,4,9	227	149	0.099145606617	0.282518358667	0.512,0.363,0.631	0.354,0.451,0.127	0.191
528	"AT1G05670"	"AT1G05670"	chr1	-	1697586	1698029	1697586	1697832	1697938	1698029	528	0,8,1	23,27,29	0,0,0	40,24,34	254	149	0.00564431199466	0.0255257691699	0.0,0.148,0.02	0.0,0.0,0.0	0.056
530	"AT4G38225"	"AT4G38225"	chr4	+	17927564	17928485	17927564	17928196	17928284	17928485	530	7,9,5	270,287,277	6,10,5	247,426,242	236	149	0.804524623577	1.0	0.016,0.019,0.011	0.015,0.015,0.013	0.001
531	"AT1G79000"	"HAC1"	chr1	-	29716349	29717047	29716349	29716775	29716937	29717047	531	69,88,94	7,5,3	83,122,58	8,18,12	298	149	0.00393351584341	0.0186227390711	0.831,0.898,0.94	0.838,0.772,0.707	0.117
532	"AT5G08750"	"AT5G08750"	chr5	+	2852865	2853962	2852865	2852942	2853075	2853962	532	29,22,13	13,7,3	20,35,21	3,12,5	281	149	0.398920094277	0.761803289281	0.542,0.625,0.697	0.779,0.607,0.69	-0.071
533	"AT1G33110"	"AT1G33110"	chr1	+	12007784	12008246	12007784	12008023	12008127	12008246	533	11,3,20	136,138,149	11,29,18	179,400,163	252	149	0.935530715341	1.0	0.046,0.013,0.074	0.035,0.041,0.061	-0.001
534	"AT5G67440"	"NPY3"	chr5	-	26913482	26914773	26913482	26914625	26914703	26914773	534	2,0,0	21,22,15	2,0,0	5,18,11	226	149	1	1.0	0.059,0.0,0.0	0.209,0.0,0.0	-0.05
535	"AT5G58720"	"AT5G58720"	chr5	-	23719701	23720269	23719701	23720104	23720198	23720269	535	2,9,1	224,232,238	4,12,1	272,359,153	242	149	0.913148118391	1.0	0.005,0.023,0.003	0.009,0.02,0.004	-0.001
536	"AT5G58720"	"AT5G58720"	chr5	-	23719701	23720496	23719701	23720269	23720389	23720496	536	6,6,4	218,263,240	6,9,6	234,339,171	268	149	0.449327104716	0.822831169028	0.015,0.013,0.009	0.014,0.015,0.019	-0.004
537	"AT4G21580"	"AT4G21580"	chr4	+	11475718	11476073	11475718	11475849	11475948	11476073	537	28,40,15	8,8,1	14,22,20	7,4,8	247	149	0.212046860839	0.481876491257	0.679,0.751,0.9	0.547,0.768,0.601	0.138
538	"AT5G05180"	"AT5G05180"	chr5	+	1537092	1538492	1537092	1537616	1537688	1538492	538	2,18,10	0,9,6	11,14,7	3,3,2	220	149	0.429278597787	0.802702427899	1.0,0.575,0.53	0.713,0.76,0.703	-0.024
542	"AT5G06530"	"ABCG22"	chr5	-	1989746	1990477	1989746	1990275	1990369	1990477	542	0,3,4	115,190,133	4,3,5	134,297,144	242	149	0.796300782218	1.0	0.0,0.01,0.018	0.018,0.006,0.021	-0.006
543	"AT1G43620"	"UGT80B1"	chr1	-	16429349	16429754	16429349	16429558	16429642	16429754	543	25,18,9	3,7,4	4,9,4	6,8,4	232	149	0.00342634035532	0.0167625107567	0.843,0.623,0.591	0.3,0.419,0.391	0.316
544	"AT2G41020"	"AT2G41020"	chr2	+	17119837	17120392	17119837	17119930	17120275	17120392	544	3,2,2	51,85,76	2,6,2	41,64,34	298	149	0.127748391959	0.339541778628	0.029,0.012,0.013	0.024,0.045,0.029	-0.015
545	"AT4G00440"	"AT4G00440"	chr4	+	197502	198579	197502	198112	198206	198579	545	32,40,43	4,12,11	45,98,42	15,23,13	242	149	0.487394737547	0.853645118363	0.831,0.672,0.706	0.649,0.724,0.665	0.057
546	"AT4G00440"	"AT4G00440"	chr4	+	197502	198579	197502	198112	198211	198579	546	32,41,43	5,7,12	45,98,42	19,44,17	247	149	0.00452231525865	0.0209733906638	0.794,0.779,0.684	0.588,0.573,0.598	0.166
547	"AT5G54840"	"ATSGP1"	chr5	-	22276932	22277436	22276932	22277016	22277396	22277436	547	1,5,9	51,26,69	10,23,5	48,73,36	298	149	0.00439065243322	0.0204671951887	0.01,0.088,0.061	0.094,0.136,0.065	-0.045
548	"AT2G36680"	"VPS37-2"	chr2	-	15369245	15369495	15369245	15369361	15369448	15369495	548	76,97,142	3,4,6	30,43,30	9,4,2	235	149	0.00689288419982	0.0304156880468	0.941,0.939,0.938	0.679,0.872,0.905	0.121
549	"AT2G36680"	"VPS37-2"	chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	549	61,86,132	45,66,45	16,37,26	61,92,46	230	149	2.26555985083e-09	4.57643089868e-08	0.468,0.458,0.655	0.145,0.207,0.268	0.32
550	"AT1G09730"	"ULP2B"	chr1	-	3153009	3153237	3153009	3153047	3153143	3153237	550	1,0,0	18,49,13	1,4,0	12,31,17	244	149	0.225907642496	0.504619193036	0.033,0.0,0.0	0.048,0.073,0.0	-0.029
551	"AT5G66055"	"AKRP"	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	551	14,17,22	138,152,154	23,38,14	190,386,164	227	149	0.496421321543	0.860517750024	0.062,0.068,0.086	0.074,0.061,0.053	0.009
553	"AT1G18470"	"AT1G18470"	chr1	-	6356854	6357149	6356854	6356935	6357079	6357149	553	7,4,7	137,178,195	7,7,7	183,274,137	292	149	0.943057696953	1.0	0.025,0.011,0.018	0.019,0.013,0.025	-0.001
554	"AT4G01915"	"AT4G01915"	chr4	+	828072	828607	828072	828128	828211	828607	554	27,32,52	49,67,49	78,106,60	60,71,40	231	149	0.000343597061931	0.00223092663782	0.262,0.236,0.406	0.456,0.491,0.492	-0.178
555	"AT4G36090"	"AT4G36090"	chr4	-	17078877	17079356	17078877	17078949	17079045	17079356	555	0,15,14	24,27,25	1,8,0	20,48,31	244	149	0.0013100837959	0.00730592742622	0.0,0.253,0.255	0.03,0.092,0.0	0.129
556	"AT2G45960"	"PIP1-2"	chr2	+	18911378	18911982	18911378	18911519	18911607	18911982	556	30,56,42	4981,5101,5008	27,95,41	5545,11026,4771	236	149	1	1.0	0.004,0.007,0.005	0.003,0.005,0.005	0.001
560	"AT1G72560"	"PSD"	chr1	-	27324388	27324871	27324388	27324728	27324816	27324871	560	28,34,32	49,51,62	30,51,18	43,87,39	236	149	0.958606108972	1.0	0.265,0.296,0.246	0.306,0.27,0.226	0.002
562	"AT3G54350"	"emb1967"	chr3	-	20126555	20126860	20126555	20126623	20126763	20126860	562	7,11,2	22,29,9	2,3,3	13,23,15	288	149	0.0464966547029	0.154253500456	0.141,0.164,0.103	0.074,0.063,0.094	0.059
563	"AT2G01350"	"QPT"	chr2	-	166722	167071	166722	166856	166934	167071	563	10,24,16	100,102,61	6,37,26	65,129,85	226	149	0.304704021821	0.626642434016	0.062,0.134,0.147	0.057,0.159,0.168	-0.014
564	"AT3G20480"	"LPXK"	chr3	-	7151769	7152023	7151769	7151850	7151963	7152023	564	10,7,4	9,17,13	9,14,3	11,12,15	261	149	0.659602190615	1.0	0.388,0.19,0.149	0.318,0.4,0.102	-0.031
568	"AT4G14350"	"AT4G14350"	chr4	-	8256085	8256561	8256085	8256369	8256474	8256561	568	77,106,134	0,0,0	131,163,126	2,3,2	253	149	0.478245580804	0.849072720607	1.0,1.0,1.0	0.975,0.97,0.974	0.027
570	"AT2G45990"	"AT2G45990"	chr2	+	18920623	18920864	18920623	18920686	18920787	18920864	570	246,252,311	187,230,241	83,121,51	443,612,294	249	149	0	0.0	0.44,0.396,0.436	0.101,0.106,0.094	0.324
573	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587752	5587843	5587982	573	5,11,12	144,193,165	6,5,7	132,306,118	239	149	0.0805026457971	0.238361254168	0.021,0.034,0.043	0.028,0.01,0.036	0.008
574	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587757	5587843	5587982	574	5,11,12	11,24,20	6,5,7	20,27,10	234	149	0.205749875124	0.470524633176	0.224,0.226,0.276	0.16,0.105,0.308	0.051
575	"AT2G22660"	"GRDP1"	chr2	+	9629737	9630184	9629737	9629930	9630028	9630184	575	12,9,6	144,203,109	2,9,3	78,175,103	246	149	0.152003347003	0.382745269877	0.048,0.026,0.032	0.015,0.03,0.017	0.015
576	"AT4G35080"	"AT4G35080"	chr4	+	16699220	16700321	16699220	16699801	16699888	16700321	576	43,75,67	0,0,2	51,83,44	0,0,0	235	149	1	1.0	1.0,1.0,0.955	1.0,1.0,1.0	-0.015
577	"AT2G43180"	"AT2G43180"	chr2	-	17953920	17954231	17953920	17953957	17954031	17954231	577	1,0,3	29,67,52	13,16,12	80,118,44	222	149	5.03526590756e-07	6.73096574996e-06	0.023,0.0,0.037	0.098,0.083,0.155	-0.092
583	"AT1G05630"	"5PTASE13"	chr1	+	1685318	1685627	1685318	1685484	1685586	1685627	583	6,4,3	10,14,9	1,8,3	8,28,20	250	149	0.219447715178	0.493757359151	0.263,0.146,0.166	0.069,0.146,0.082	0.093
584	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654235	20654322	20654768	584	6,8,11	49,66,43	10,17,6	70,117,48	235	149	0.773180878763	1.0	0.072,0.071,0.14	0.083,0.084,0.073	0.014
585	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654256	20654322	20654768	585	6,6,10	161,142,142	9,13,6	184,304,102	214	149	0.909891240493	1.0	0.025,0.029,0.047	0.033,0.029,0.039	0.0
587	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11004963	11005150	587	2,4,6	9,9,3	3,2,3	3,2,2	215	149	0.37284501786	0.723665398934	0.133,0.235,0.581	0.409,0.409,0.51	-0.126
588	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005018	11005150	588	2,6,6	1,6,5	3,3,3	0,0,0	270	149	1.19935616993e-10	2.94652637423e-09	0.525,0.356,0.398	1.0,1.0,1.0	-0.574
589	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005021	11005150	589	3,9,6	104,133,88	4,6,3	35,88,32	273	149	0.455966570977	0.822831169028	0.015,0.036,0.036	0.059,0.036,0.049	-0.019
590	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005024	11005150	590	5,10,7	38,30,41	4,6,4	14,9,11	276	149	0.162546805154	0.398926960651	0.066,0.153,0.084	0.134,0.265,0.164	-0.087
592	"AT5G01230"	"AT5G01230"	chr5	-	93948	94146	93948	94001	94085	94146	592	18,11,23	29,44,14	3,8,2	31,41,27	232	149	9.19478110424e-05	0.000720522071013	0.285,0.138,0.513	0.059,0.111,0.045	0.24
593	"AT2G43410"	"FPA"	chr2	-	18027928	18028761	18027928	18028319	18028448	18028761	593	11,12,8	0,7,4	3,19,5	4,6,2	277	149	0.410521473098	0.780070016476	1.0,0.48,0.518	0.287,0.63,0.574	0.169
594	"AT1G70700"	"TIFY7"	chr1	+	26656237	26656478	26656237	26656320	26656392	26656478	594	231,225,193	13,4,12	196,535,279	12,14,3	220	149	0.139748255167	0.35986165424	0.923,0.974,0.916	0.917,0.963,0.984	-0.017
595	"AT2G28540"	"AT2G28540"	chr2	+	12223118	12223828	12223118	12223333	12223419	12223828	595	50,86,77	2,1,2	37,73,36	9,3,1	234	149	0.00534578722409	0.0245420231651	0.941,0.982,0.961	0.724,0.939,0.958	0.088
597	"AT1G70180"	"AT1G70180"	chr1	+	26428883	26429361	26428883	26428946	26429046	26429361	597	7,6,8	186,219,218	6,16,0	152,185,101	248	149	0.281757206142	0.592715823212	0.022,0.016,0.022	0.023,0.049,0.0	-0.004
598	"AT1G45160"	"IRE4"	chr1	-	17084039	17084342	17084039	17084114	17084213	17084342	598	15,12,5	120,163,139	6,16,3	149,246,145	247	149	0.078540951456	0.233312826384	0.07,0.043,0.021	0.024,0.038,0.012	0.02
599	"AT1G02960"	"AT1G02960"	chr1	-	667150	667437	667150	667281	667372	667437	599	77,106,95	3,12,6	68,89,43	70,80,34	239	149	0	0.0	0.941,0.846,0.908	0.377,0.41,0.441	0.489
601	"AT3G18160"	"PEX3-1"	chr3	+	6221082	6221526	6221082	6221244	6221335	6221526	601	0,2,0	53,50,31	0,0,0	12,64,30	239	149	1	1.0	0.0,0.024,0.0	0.0,0.0,0.0	0.008
602	"AT2G44280"	"AT2G44280"	chr2	-	18303286	18303667	18303286	18303483	18303597	18303667	602	5,0,2	27,26,15	0,3,0	7,22,10	262	149	0.197592840513	0.456688118298	0.095,0.0,0.07	0.0,0.072,0.0	0.031
603	"AT2G20590"	"RTNLB17"	chr2	-	8867537	8867857	8867537	8867660	8867791	8867857	603	0,3,1	10,19,8	3,3,1	25,47,28	279	149	0.840474883212	1.0	0.0,0.078,0.063	0.06,0.033,0.019	0.01
605	"AT3G62770"	"ATG18A"	chr3	-	23218632	23219221	23218632	23218948	23219094	23219221	605	2,3,4	107,132,97	0,2,1	146,175,88	294	149	0.755845470657	1.0	0.009,0.011,0.02	0.0,0.006,0.006	0.009
606	"AT2G27340"	"AT2G27340"	chr2	+	11696936	11697554	11696936	11697163	11697448	11697554	606	34,43,32	7,1,1	14,21,17	13,18,4	298	149	1.59086863005e-05	0.000147561182114	0.708,0.956,0.941	0.35,0.368,0.68	0.402
607	"AT3G12100"	"MTPC2"	chr3	-	3854938	3855267	3854938	3855028	3855116	3855267	607	15,23,24	134,168,174	11,15,12	130,233,82	236	149	0.0633262931008	0.197135617906	0.066,0.08,0.08	0.051,0.039,0.085	0.017
608	"AT3G52120"	"AT3G52120"	chr3	+	19331152	19331633	19331152	19331347	19331454	19331633	608	33,39,40	118,94,116	16,24,18	175,262,120	255	149	4.01888300416e-10	8.69801107329e-09	0.14,0.195,0.168	0.051,0.051,0.081	0.107
610	"AT4G24290"	"AT4G24290"	chr4	+	12596311	12596975	12596311	12596498	12596808	12596975	610	2,6,4	111,131,94	4,6,4	86,119,84	298	149	0.456685710277	0.822831169028	0.009,0.022,0.021	0.023,0.025,0.023	-0.006
611	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945828	16945908	16946192	611	4,6,5	12,28,50	4,33,7	91,212,69	228	149	0.543543129649	0.90705339971	0.179,0.123,0.061	0.028,0.092,0.062	0.06
612	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945832	16945908	16946192	612	4,5,5	0,2,0	4,32,6	2,3,2	224	149	0.0171017851867	0.066718981694	1.0,0.624,1.0	0.571,0.876,0.666	0.17
613	"AT2G23680"	"AT2G23680"	chr2	+	10066162	10066566	10066162	10066360	10066452	10066566	613	7,13,5	2,16,8	0,4,1	14,8,7	240	149	0.000602206413298	0.00364937086459	0.685,0.335,0.28	0.0,0.237,0.081	0.327
614	"AT2G04170"	"AT2G04170"	chr2	-	1418595	1419171	1418595	1418713	1418792	1419171	614	2,4,0	26,31,6	1,1,1	15,51,22	227	149	0.087340825359	0.25610583952	0.048,0.078,0.0	0.042,0.013,0.029	0.014
615	"AT3G19010"	"AT3G19010"	chr3	-	6556196	6556999	6556196	6556566	6556671	6556999	615	11,14,18	176,242,182	9,8,5	179,296,130	253	149	0.00978826669276	0.0410024627821	0.036,0.033,0.055	0.029,0.016,0.022	0.019
618	"AT2G32250"	"FRS2"	chr2	+	13693104	13695479	13693104	13693270	13693381	13695479	618	4,9,8	0,8,1	10,16,3	3,3,5	259	149	0.455972164121	0.822831169028	1.0,0.393,0.822	0.657,0.754,0.257	0.182
