ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
853	"AT2G40070"	"AT2G40070"	chr2	-	16730967	16731606	16730967	16731060	16731425	16731606
854	"AT1G58280"	"AT1G58280"	chr1	-	21621186	21621499	21621186	21621261	21621336	21621499
855	"AT1G79940"	"ERDJ2A"	chr1	+	30072397	30073332	30072397	30072859	30073138	30073332
856	"AT4G25650"	"PTC52"	chr4	-	13081905	13082245	13081905	13082090	13082159	13082245
857	"AT4G21450"	"PVA42"	chr4	+	11427311	11427769	11427311	11427430	11427691	11427769
858	"AT5G66070"	"ATL27"	chr5	+	26422434	26422743	26422434	26422518	26422590	26422743
859	"AT1G07480"	"AT1G07480"	chr1	-	2299089	2299470	2299089	2299275	2299369	2299470
860	"AT2G29980"	"FAD3"	chr2	-	12782082	12782379	12782082	12782220	12782298	12782379
861	"AT5G25770"	"AT5G25770"	chr5	-	8971310	8971829	8971310	8971429	8971672	8971829
862	"AT5G25770"	"AT5G25770"	chr5	-	8971310	8971829	8971310	8971438	8971672	8971829
863	"AT1G23360"	"MENG"	chr1	-	8296253	8296509	8296253	8296342	8296418	8296509
864	"AT3G02290"	"AT3G02290"	chr3	+	459661	460280	459661	460100	460170	460280
865	"AT3G14420"	"GLO1"	chr3	+	4821787	4822157	4821787	4821940	4822032	4822157
866	"AT3G14420"	"GLO1"	chr3	+	4821787	4822157	4821787	4821944	4822032	4822157
867	"AT1G68660"	"AT1G68660"	chr1	-	25777850	25778319	25777850	25778138	25778228	25778319
868	"AT5G08080"	"SYP132"	chr5	+	2590335	2590611	2590335	2590413	2590530	2590611
869	"AT1G61640"	"AT1G61640"	chr1	-	22747177	22748835	22747177	22747441	22747526	22748835
870	"AT3G06510"	"SFR2"	chr3	+	2018019	2018524	2018019	2018188	2018290	2018524
871	"AT5G57050"	"ABI2"	chr5	+	23087234	23088232	23087234	23087801	23087921	23088232
872	"AT1G48900"	"SRP-54C"	chr1	-	18084781	18085300	18084781	18085073	18085206	18085300
873	"AT4G17890"	"AGD8"	chr4	+	9938865	9939493	9938865	9938967	9939038	9939493
874	"AT2G04039"	"AT2G04039"	chr2	+	1333639	1333983	1333639	1333703	1333777	1333983
875	"AT3G02750"	"PPC6-1"	chr3	-	594139	594586	594139	594363	594468	594586
876	"AT3G02750"	"PPC6-1"	chr3	-	595202	596129	595202	595605	595695	596129
877	"AT5G62720"	"AT5G62720"	chr5	+	25193924	25194683	25193924	25194072	25194576	25194683
878	"AT1G01650"	"SPPL4"	chr1	-	236672	237023	236672	236784	236864	237023
879	"AT2G28290"	"SYD"	chr2	+	12067482	12073083	12067482	12072240	12072333	12073083
880	"AT2G28290"	"SYD"	chr2	+	12067482	12073083	12067482	12072240	12072375	12073083
881	"AT3G06960"	"TGD4"	chr3	-	2194685	2195692	2194685	2195023	2195337	2195692
882	"AT2G37760"	"AKR4C8"	chr2	+	15831853	15832102	15831853	15831894	15831970	15832102
883	"AT2G15890"	"MEE14"	chr2	-	6920368	6921516	6920368	6921386	6921470	6921516
884	"AT1G07705"	"AT1G07705"	chr1	+	2385236	2385708	2385236	2385278	2385569	2385708
885	"AT2G30120"	"FLX"	chr2	-	12860540	12860938	12860540	12860678	12860846	12860938
886	"AT2G30120"	"FLX"	chr2	-	12861024	12861910	12861024	12861200	12861335	12861910
887	"AT3G04130"	"AT3G04130"	chr3	+	1084104	1086385	1084104	1085923	1086006	1086385
888	"AT1G22300"	"GRF10"	chr1	-	7879249	7879784	7879249	7879287	7879635	7879784
889	"AT5G66240"	"AT5G66240"	chr5	+	26466203	26466443	26466203	26466274	26466363	26466443
890	"AT1G26440"	"UPS5"	chr1	-	9144994	9145340	9144994	9145114	9145300	9145340
891	"AT1G26440"	"UPS5"	chr1	-	9144994	9145340	9144994	9145195	9145300	9145340
892	"AT5G64960"	"CDKC-2"	chr5	+	25956005	25956276	25956005	25956087	25956185	25956276
893	"AT1G10070"	"BCAT2"	chr1	+	3288086	3288320	3288086	3288153	3288237	3288320
894	"AT1G10070"	"BCAT2"	chr1	+	3288237	3288504	3288237	3288320	3288430	3288504
895	"AT5G37350"	"AT5G37350"	chr5	+	14793741	14794003	14793741	14793834	14793923	14794003
896	"AT3G11850"	"AT3G11850"	chr3	-	3739736	3741251	3739736	3741117	3741190	3741251
897	"AT1G69210"	"AT1G69210"	chr1	-	26018437	26019081	26018437	26018882	26018972	26019081
898	"AT3G23633"	"AT3G23633"	chr3	-	8496439	8497281	8496439	8496859	8497000	8497281
899	"AT5G15250"	"FTSH6"	chr5	-	4951161	4952085	4951161	4951475	4951544	4952085
900	"AT3G20130"	"CYP705A22"	chr3	+	7026928	7027899	7026928	7027199	7027283	7027899
901	"AT2G35660"	"CTF2A"	chr2	+	14988777	14989075	14988777	14988924	14989001	14989075
902	"AT2G35660"	"CTF2A"	chr2	+	14988777	14989075	14988777	14988924	14989009	14989075
903	"AT4G00730"	"ANL2"	chr4	-	300655	301283	300655	301017	301108	301283
904	"AT3G60540"	"AT3G60540"	chr3	-	22374962	22375865	22374962	22375402	22375824	22375865
905	"AT1G77765"	"AT1G77765"	chr1	+	29245728	29246237	29245728	29245887	29245965	29246237
906	"AT1G73430"	"AT1G73430"	chr1	+	27603654	27604182	27603654	27603848	27603948	27604182
907	"AT5G13130"	"AT5G13130"	chr5	+	4168583	4168925	4168583	4168742	4168829	4168925
908	"AT3G26690"	"NUDT13"	chr3	-	9805327	9805715	9805327	9805408	9805472	9805715
909	"AT2G03890"	"PI4KG7"	chr2	+	1185930	1188545	1185930	1186498	1186858	1188545
910	"AT3G29330"	"AT3G29330"	chr3	-	11257683	11258149	11257683	11257952	11258053	11258149
911	"AT2G39855"	"AT2G39855"	chr2	+	16638301	16638733	16638301	16638441	16638672	16638733
912	"AT5G20790"	"AT5G20790"	chr5	-	7039910	7040654	7039910	7039984	7040228	7040654
913	"AT2G36460"	"AT2G36460"	chr2	-	15296700	15298062	15296700	15297749	15297834	15298062
914	"AT1G08570"	"ACHT4"	chr1	+	2712891	2713295	2712891	2713142	2713235	2713295
915	"AT1G29630"	"EXO1"	chr1	+	10350354	10350716	10350354	10350478	10350578	10350716
916	"AT1G79500"	"KDSA1"	chr1	+	29905932	29906559	29905932	29906013	29906104	29906559
917	"AT3G09820"	"ADK1"	chr3	+	3012319	3012711	3012319	3012373	3012664	3012711
918	"AT1G25420"	"AT1G25420"	chr1	+	8916360	8916674	8916360	8916493	8916570	8916674
919	"AT4G25390"	"AT4G25390"	chr4	+	12977340	12979568	12977340	12978883	12979345	12979568
920	"AT1G57750"	"CYP96A15"	chr1	-	21383980	21385709	21383980	21384320	21384406	21385709
921	"AT2G47160"	"BOR1"	chr2	-	19360257	19360608	19360257	19360450	19360525	19360608
922	"AT3G53780"	"ATRBL4"	chr3	-	19926286	19927026	19926286	19926327	19926397	19927026
923	"AT1G65810"	"AT1G65810"	chr1	-	24477413	24477977	24477413	24477486	24477588	24477977
924	"AT3G49580"	"LSU1"	chr3	-	18375268	18375784	18375268	18375578	18375635	18375784
925	"AT1G15440"	"PWP2"	chr1	-	5308218	5309514	5308218	5308843	5308963	5309514
926	"AT5G60390"	"A3"	chr5	+	24289787	24291020	24289787	24290464	24290513	24291020
927	"AT4G01150"	"CURT1A"	chr4	+	494250	494520	494250	494358	494448	494520
928	"AT1G49340"	"PI4KA1"	chr1	+	18263546	18264462	18263546	18264021	18264148	18264462
929	"AT5G42020"	"MED37F"	chr5	-	16807482	16808204	16807482	16808008	16808173	16808204
930	"AT1G06190"	"RHON1"	chr1	-	1892272	1893626	1892272	1892640	1892845	1893626
931	"AT1G79450"	"ALIS5"	chr1	+	29888509	29888799	29888509	29888584	29888685	29888799
932	"AT3G10030"	"AT3G10030"	chr3	-	3092022	3092823	3092022	3092377	3092652	3092823
933	"AT3G56130"	"AT3G56130"	chr3	+	20827622	20827954	20827622	20827693	20827900	20827954
934	"AT1G73390"	"AT1G73390"	chr1	-	27591301	27591644	27591301	27591403	27591489	27591644
935	"AT4G38350"	"AT4G38350"	chr4	-	17963401	17963677	17963401	17963509	17963581	17963677
936	"AT2G18410"	"ELP5"	chr2	+	7992035	7992316	7992035	7992131	7992240	7992316
937	"AT5G23210"	"SCPL34"	chr5	+	7814472	7815039	7814472	7814578	7814687	7815039
938	"AT1G09160"	"AT1G09160"	chr1	-	2952770	2953418	2952770	2953074	2953162	2953418
939	"AT2G14170"	"ALDH6B2"	chr2	-	5977355	5978012	5977355	5977833	5977921	5978012
940	"AT2G14910"	"AT2G14910"	chr2	-	6406475	6407485	6406475	6407062	6407240	6407485
941	"AT2G31560"	"AT2G31560"	chr2	+	13437232	13437683	13437232	13437422	13437534	13437683
942	"AT1G35340"	"AT1G35340"	chr1	+	12977785	12978148	12977785	12978013	12978126	12978148
943	"AT4G02725"	"AT4G02725"	chr4	+	1206852	1207436	1206852	1206994	1207206	1207436
944	"AT1G47490"	"RBP47C"	chr1	+	17426037	17426340	17426037	17426096	17426209	17426340
945	"AT1G31070"	"GLCNAC1PUT1"	chr1	+	11086286	11086527	11086286	11086326	11086434	11086527
946	"AT1G31070"	"GLCNAC1PUT1"	chr1	+	11086625	11086897	11086625	11086738	11086822	11086897
947	"AT3G63300"	"FKD1"	chr3	+	23384987	23385595	23384987	23385386	23385469	23385595
948	"AT3G01480"	"CYP38"	chr3	+	190055	190356	190055	190198	190284	190356
949	"AT3G10420"	"SPD1"	chr3	+	3241370	3241805	3241370	3241547	3241640	3241805
950	"AT2G43950"	"OEP37"	chr2	-	18200323	18201052	18200323	18200684	18200931	18201052
951	"AT2G43950"	"OEP37"	chr2	-	18200323	18201052	18200323	18200684	18200996	18201052
952	"AT2G30860"	"GSTF9"	chr2	+	13139602	13140245	13139602	13139870	13140039	13140245
953	"AT3G13000"	"AT3G13000"	chr3	-	4160809	4161096	4160809	4160876	4160960	4161096
954	"AT1G63770"	"AT1G63770"	chr1	-	23658037	23658332	23658037	23658109	23658215	23658332
955	"AT1G14660"	"NHX8"	chr1	-	5034144	5034329	5034144	5034181	5034270	5034329
956	"AT3G48500"	"PDE312"	chr3	+	17963504	17963747	17963504	17963586	17963673	17963747
957	"AT1G72360"	"ERF073"	chr1	+	27241811	27242827	27241811	27242090	27242175	27242827
958	"AT3G62090"	"PIF6"	chr3	-	22990060	22990709	22990060	22990508	22990633	22990709
959	"AT2G30630"	"AT2G30630"	chr2	-	13048431	13048780	13048431	13048493	13048556	13048780
960	"AT4G36980"	"AT4G36980"	chr4	-	17433989	17434461	17433989	17434142	17434316	17434461
961	"AT4G36980"	"AT4G36980"	chr4	-	17433989	17434461	17433989	17434142	17434319	17434461
962	"AT5G23860"	"TUBB8"	chr5	+	8043842	8044819	8043842	8044575	8044735	8044819
963	"AT1G52150"	"ATHB-15"	chr1	-	19409710	19410288	19409710	19410059	19410138	19410288
964	"AT1G05410"	"AT1G05410"	chr1	-	1586907	1587278	1586907	1587124	1587205	1587278
965	"AT4G30160"	"VLN4"	chr4	+	14753348	14753766	14753348	14753502	14753725	14753766
966	"AT3G56860"	"UBA2A"	chr3	-	21048744	21049754	21048744	21049236	21049348	21049754
967	"AT3G56860"	"UBA2A"	chr3	-	21049348	21049754	21049348	21049416	21049532	21049754
968	"AT5G41680"	"AT5G41680"	chr5	+	16667884	16669489	16667884	16668551	16668629	16669489
969	"AT5G12480"	"CPK7"	chr5	-	4049519	4050055	4049519	4049580	4049862	4050055
970	"AT4G32060"	"AT4G32060"	chr4	+	15502820	15503593	15502820	15503117	15503230	15503593
971	"AT1G02145"	"ALG12"	chr1	+	404756	404953	404756	404842	404911	404953
972	"AT5G03540"	"EXO70A1"	chr5	+	889887	890309	889887	889983	890103	890309
973	"AT1G67540"	"AT1G67540"	chr1	-	25311241	25312482	25311241	25312260	25312348	25312482
974	"AT1G21130"	"AT1G21130"	chr1	-	7399061	7399930	7399061	7399469	7399557	7399930
975	"AT2G46225"	"ABIL1"	chr2	+	18983216	18983487	18983216	18983309	18983402	18983487
976	"AT2G46225"	"ABIL1"	chr2	+	18983216	18983487	18983216	18983309	18983438	18983487
977	"AT4G12850"	"AT4G12850"	chr4	+	7536974	7537424	7536974	7537203	7537282	7537424
978	"AT4G10550"	"AT4G10550"	chr4	-	6520085	6520317	6520085	6520138	6520214	6520317
979	"AT2G42540"	"COR15A"	chr2	-	17711031	17711466	17711031	17711308	17711377	17711466
980	"AT1G20620"	"CAT3"	chr1	+	7145690	7146041	7145690	7145780	7145879	7146041
981	"AT3G53270"	"AT3G53270"	chr3	-	19752427	19752676	19752427	19752528	19752618	19752676
982	"AT3G48900"	"GEN2"	chr3	+	18132381	18132672	18132381	18132443	18132544	18132672
983	"AT3G03970"	"AT3G03970"	chr3	-	1028736	1030605	1028736	1029910	1030117	1030605
984	"AT5G60810"	"RGF1"	chr5	-	24466853	24467179	24466853	24466915	24467019	24467179
985	"AT1G61150"	"AT1G61150"	chr1	+	22543106	22543474	22543106	22543266	22543367	22543474
986	"AT5G35180"	"AT5G35180"	chr5	+	13432606	13433018	13432606	13432693	13432781	13433018
987	"AT4G32850"	"PAPS4"	chr4	+	15854164	15854460	15854164	15854211	15854362	15854460
988	"AT4G32850"	"PAPS4"	chr4	+	15854164	15854460	15854164	15854241	15854362	15854460
989	"AT4G32850"	"PAPS4"	chr4	+	15854164	15854460	15854164	15854245	15854362	15854460
990	"AT4G18010"	"IP5P2"	chr4	-	9992234	9993093	9992234	9992450	9992549	9993093
991	"AT2G10940"	"AT2G10940"	chr2	-	4310411	4312103	4310411	4310782	4311136	4312103
992	"AT2G35390"	"PRS1"	chr2	-	14895278	14895893	14895278	14895708	14895811	14895893
993	"AT5G54500"	"FQR1"	chr5	+	22126021	22126504	22126021	22126119	22126178	22126504
994	"AT5G01260"	"AT5G01260"	chr5	+	105975	107405	105975	106476	106796	107405
995	"AT1G07660"	"AT1G07660"	chr1	+	2369188	2369734	2369188	2369256	2369307	2369734
996	"AT2G16600"	"CYP19-1"	chr2	+	7200806	7201574	7200806	7201012	7201078	7201574
997	"AT2G17780"	"MCA2"	chr2	-	7724973	7725373	7724973	7725207	7725276	7725373
998	"AT2G20830"	"AT2G20830"	chr2	-	8969416	8970630	8969416	8969811	8970090	8970630
999	"AT3G60590"	"AT3G60590"	chr3	+	22398731	22399753	22398731	22398766	22398885	22399753
1000	"AT2G40290"	"AT2G40290"	chr2	-	16829729	16830069	16829729	16829834	16829922	16830069
1001	"AT4G17150"	"AT4G17150"	chr4	+	9640785	9641062	9640785	9640923	9641005	9641062
1002	"AT2G30350"	"AT2G30350"	chr2	-	12935014	12935409	12935014	12935148	12935270	12935409
1003	"AT3G47340"	"ASN1"	chr3	-	17437883	17438567	17437883	17438366	17438459	17438567
1004	"AT1G29890"	"AT1G29890"	chr1	+	10464319	10464600	10464319	10464457	10464543	10464600
1005	"AT1G29890"	"AT1G29890"	chr1	+	10465262	10465785	10465262	10465412	10465529	10465785
1006	"AT2G30990"	"AT2G30990"	chr2	-	13188795	13189762	13188795	13189249	13189339	13189762
1007	"AT3G58220"	"AT3G58220"	chr3	-	21564449	21565948	21564449	21565081	21565271	21565948
1008	"AT2G46060"	"AT2G46060"	chr2	-	18941098	18941732	18941098	18941493	18941579	18941732
1009	"AT2G05185"	"AT2G05185"	chr2	+	1877684	1878219	1877684	1877797	1877970	1878219
1010	"AT5G56190"	"AT5G56190"	chr5	+	22742524	22742800	22742524	22742575	22742684	22742800
1011	"AT5G02320"	"ATMYB3R5"	chr5	-	483122	484459	483122	483339	483421	484459
1012	"AT1G45170"	"OEP24A"	chr1	-	17097000	17097360	17097000	17097075	17097213	17097360
1013	"AT1G68960"	"AT1G68960"	chr1	+	25929895	25931257	25929895	25930712	25930782	25931257
1014	"AT1G48380"	"RHL1"	chr1	-	17878164	17878595	17878164	17878415	17878508	17878595
1015	"AT1G16060"	"ADAP"	chr1	+	5508833	5509155	5508833	5508916	5509146	5509155
1016	"AT1G05900"	"NTH2"	chr1	+	1788920	1789245	1788920	1789025	1789161	1789245
1017	"AT4G28680"	"TYRDC"	chr4	+	14155119	14155538	14155119	14155185	14155276	14155538
1018	"AT4G19510"	"AT4G19510"	chr4	+	10634433	10635517	10634433	10635276	10635387	10635517
1019	"AT4G19510"	"AT4G19510"	chr4	+	10636013	10637063	10636013	10636625	10636862	10637063
1020	"AT4G19510"	"AT4G19510"	chr4	+	10637151	10637854	10637151	10637272	10637509	10637854
1021	"AT5G02580"	"AT5G02580"	chr5	+	580133	580787	580133	580239	580326	580787
1022	"AT4G14713"	"TIFY4A"	chr4	-	8427174	8427491	8427174	8427362	8427427	8427491
1023	"AT3G26920"	"AT3G26920"	chr3	+	9920974	9921840	9920974	9921688	9921805	9921840
1024	"AT2G15080"	"AtRLP19"	chr2	+	6533686	6536995	6533686	6536719	6536822	6536995
1025	"AT4G36690"	"U2AF65A"	chr4	-	17294362	17294839	17294362	17294430	17294703	17294839
1026	"AT4G36690"	"U2AF65A"	chr4	-	17294362	17294839	17294362	17294603	17294703	17294839
1027	"AT5G05730"	"ASA1"	chr5	-	1720555	1720946	1720555	1720612	1720699	1720946
1028	"AT2G41260"	"M17"	chr2	+	17206740	17207698	17206740	17206885	17207050	17207698
1029	"AT5G54190"	"PORA"	chr5	-	21991898	21992629	21991898	21992436	21992518	21992629
1030	"AT4G27050"	"AT4G27050"	chr4	-	13577742	13578051	13577742	13577789	13577905	13578051
1031	"AT1G10650"	"AT1G10650"	chr1	-	3524748	3525403	3524748	3525119	3525209	3525403
1032	"AT1G70280"	"AT1G70280"	chr1	-	26467956	26468302	26467956	26468133	26468221	26468302
1033	"AT5G41100"	"AT5G41100"	chr5	+	16449773	16450881	16449773	16450575	16450663	16450881
1034	"AT3G46600"	"SCL30"	chr3	+	17157923	17159965	17157923	17158209	17158301	17159965
1035	"AT3G15605"	"AT3G15605"	chr3	+	5288260	5288642	5288260	5288446	5288555	5288642
1036	"AT2G40430"	"AT2G40430"	chr2	-	16879215	16879634	16879215	16879472	16879554	16879634
1037	"AT5G12860"	"DIT1"	chr5	-	4059685	4060289	4059685	4059850	4059930	4060289
1038	"AT5G05210"	"AT5G05210"	chr5	+	1548148	1549791	1548148	1548221	1548397	1549791
1039	"AT1G18900"	"AT1G18900"	chr1	+	6529776	6532614	6529776	6532336	6532439	6532614
1040	"AT5G28770"	"BZIP63"	chr5	-	10796458	10797113	10796458	10796920	10796987	10797113
1041	"AT5G45790"	"AT5G45790"	chr5	+	18572300	18573664	18572300	18572535	18572662	18573664
1042	"AT5G59370"	"ACT4"	chr5	+	23949738	23950168	23949738	23949889	23950100	23950168
1043	"AT5G01810"	"CIPK15"	chr5	+	310085	312097	310085	311308	311443	312097
1044	"AT1G66160"	"PUB20"	chr1	+	24637195	24638608	24637195	24637364	24637412	24638608
1045	"AT3G26100"	"AT3G26100"	chr3	+	9538046	9538726	9538046	9538281	9538376	9538726
1046	"AT5G45050"	"WRKY16"	chr5	-	18178775	18179609	18178775	18179284	18179368	18179609
1047	"AT4G27040"	"VP22-1"	chr4	-	13574525	13574852	13574525	13574622	13574741	13574852
1048	"AT4G27040"	"VP22-1"	chr4	-	13574525	13574852	13574525	13574673	13574741	13574852
1049	"AT1G02160"	"AT1G02160"	chr1	+	411176	411597	411176	411253	411335	411597
1050	"AT2G27110"	"FRS3"	chr2	-	11578251	11580462	11578251	11579962	11580251	11580462
1051	"AT5G57860"	"AT5G57860"	chr5	+	23438273	23438645	23438273	23438459	23438605	23438645
1052	"AT5G10278"	"AT5G10278"	chr5	+	3229957	3231314	3229957	3230055	3231085	3231314
1053	"AT2G27160"	"AT2G27160"	chr2	-	11607677	11608022	11607677	11607873	11607964	11608022
1054	"AT3G26440"	"AT3G26440"	chr3	+	9679413	9679900	9679413	9679449	9679567	9679900
1055	"AT3G09200"	"RPP0B"	chr3	-	2824765	2825114	2824765	2824834	2824933	2825114
1056	"AT2G46230"	"AT2G46230"	chr2	-	18984572	18984798	18984572	18984651	18984741	18984798
1057	"AT1G07780"	"PAI1"	chr1	-	2411823	2412219	2411823	2411929	2412193	2412219
1058	"AT1G66940"	"AT1G66940"	chr1	-	24973464	24973819	24973464	24973491	24973578	24973819
1059	"AT1G66940"	"AT1G66940"	chr1	-	24973578	24973819	24973578	24973602	24973729	24973819
1060	"AT3G18850"	"LPAT5"	chr3	-	6500286	6500978	6500286	6500713	6500782	6500978
1061	"AT2G46880"	"PAP14"	chr2	-	19265040	19265970	19265040	19265216	19265288	19265970
1062	"AT5G55230"	"MAP65-1"	chr5	+	22403792	22404347	22403792	22403948	22404035	22404347
1063	"AT5G42690"	"AT5G42690"	chr5	-	17118825	17119114	17118825	17118942	17119030	17119114
1064	"AT4G35300"	"MSSP2"	chr4	-	16797254	16798195	16797254	16797514	16797544	16798195
1065	"AT4G35300"	"MSSP2"	chr4	-	16798277	16798844	16798277	16798337	16798456	16798844
1066	"AT5G01670"	"AT5G01670"	chr5	+	252447	252690	252447	252521	252602	252690
1067	"AT3G19460"	"RTNLB11"	chr3	+	6747369	6748109	6747369	6747663	6747928	6748109
1068	"AT3G19460"	"RTNLB11"	chr3	+	6748356	6748670	6748356	6748498	6748600	6748670
1069	"AT3G12050"	"AT3G12050"	chr3	+	3839101	3840197	3839101	3839448	3839565	3840197
1070	"AT3G51950"	"AT3G51950"	chr3	-	19277777	19278304	19277777	19278151	19278239	19278304
1071	"AT3G02510"	"AT3G02510"	chr3	-	522371	522652	522371	522428	522538	522652
1072	"AT4G31010"	"AT4G31010"	chr4	+	15107687	15108127	15107687	15107913	15107999	15108127
1073	"AT1G71696"	"SOL1"	chr1	+	26967460	26967729	26967460	26967556	26967698	26967729
1074	"AT2G44210"	"AT2G44210"	chr2	+	18280622	18281135	18280622	18280958	18281048	18281135
1075	"AT2G25730"	"AT2G25730"	chr2	-	10962966	10963420	10962966	10963257	10963342	10963420
1076	"AT5G62000"	"ARF2"	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012
1077	"AT5G19090"	"AT5G19090"	chr5	+	6388197	6390024	6388197	6388965	6389331	6390024
1078	"AT4G39930"	"AT4G39930"	chr4	-	18518342	18518983	18518342	18518409	18518498	18518983
1079	"AT5G52480"	"AT5G52480"	chr5	-	21296832	21297858	21296832	21297494	21297613	21297858
1080	"AT3G05380"	"ALY2"	chr3	+	1540549	1540845	1540549	1540660	1540746	1540845
1081	"AT3G05380"	"ALY2"	chr3	+	1540549	1540845	1540549	1540660	1540749	1540845
1082	"AT5G14920"	"GASA14"	chr5	+	4826935	4827980	4826935	4827488	4827576	4827980
1083	"AT3G04640"	"AT3G04640"	chr3	-	1260905	1261683	1260905	1261189	1261309	1261683
1084	"AT4G31115"	"AT4G31115"	chr4	+	15130074	15130652	15130074	15130346	15130418	15130652
1085	"AT4G05590"	"MPC3"	chr4	+	2907631	2907897	2907631	2907730	2907844	2907897
1086	"AT4G16830"	"AT4G16830"	chr4	+	9470960	9471267	9470960	9471128	9471208	9471267
1087	"AT5G46490"	"AT5G46490"	chr5	+	18851395	18852512	18851395	18851966	18852373	18852512
1088	"AT3G19720"	"ARC5"	chr3	-	6851048	6851381	6851048	6851209	6851317	6851381
1089	"AT2G24960"	"AT2G24960"	chr2	+	10618289	10618974	10618289	10618754	10618823	10618974
1090	"AT2G27350"	"AT2G27350"	chr2	-	11701763	11702526	11701763	11702382	11702449	11702526
1091	"AT2G41520"	"TPR15"	chr2	+	17321148	17321355	17321148	17321155	17321248	17321355
1092	"AT1G31500"	"CCR4-4"	chr1	-	11275916	11276166	11275916	11275957	11276059	11276166
1093	"AT5G59010"	"AT5G59010"	chr5	-	23822718	23823265	23822718	23822927	23823017	23823265
1094	"AT4G29360"	"AT4G29360"	chr4	-	14451808	14452452	14451808	14451851	14451942	14452452
1095	"AT5G42560"	"HVA22I"	chr5	+	17015562	17015800	17015562	17015604	17015701	17015800
1096	"AT1G16570"	"AT1G16570"	chr1	-	5670879	5671177	5670879	5671008	5671101	5671177
1097	"AT1G25500"	"AT1G25500"	chr1	-	8956864	8957322	8956864	8957162	8957242	8957322
1098	"AT4G29930"	"BHLH27"	chr4	+	14644859	14645117	14644859	14644982	14645069	14645117
1099	"AT4G29930"	"BHLH27"	chr4	+	14644859	14645388	14644859	14645117	14645217	14645388
1100	"AT2G29070"	"AT2G29070"	chr2	+	12487947	12488088	12487947	12487972	12488055	12488088
1101	"AT5G65720"	"NIFS1"	chr5	+	26296252	26298072	26296252	26296502	26296579	26298072
1102	"AT4G01680"	"MYB55"	chr4	-	716003	716969	716003	716463	716569	716969
1103	"AT3G06330"	"AT3G06330"	chr3	+	1919213	1919485	1919213	1919304	1919405	1919485
1104	"AT1G19230"	"RBOHE"	chr1	+	6646391	6646817	6646391	6646476	6646554	6646817
1105	"AT1G54360"	"TAF6B"	chr1	+	20290788	20291036	20290788	20290875	20290943	20291036
1106	"AT4G32080"	"AT4G32080"	chr4	-	15508230	15509111	15508230	15508755	15508882	15509111
1107	"AT3G04770"	"RPSAB"	chr3	-	1309677	1310130	1309677	1309855	1309932	1310130
1108	"AT3G23480"	"AT3G23480"	chr3	+	8422446	8422916	8422446	8422552	8422645	8422916
1109	"AT3G53740"	"RPL36B"	chr3	-	19914067	19914267	19914067	19914147	19914174	19914267
1110	"AT4G16845"	"VRN2"	chr4	+	9476540	9477059	9476540	9476833	9477003	9477059
1111	"AT2G35940"	"BLH1"	chr2	-	15090856	15092115	15090856	15091786	15092066	15092115
1112	"AT5G47080"	"CKB1"	chr5	-	19124611	19125434	19124611	19125099	19125268	19125434
1113	"AT3G05860"	"AT3G05860"	chr3	-	1751405	1751735	1751405	1751612	1751702	1751735
1114	"AT1G16260"	"WAKL8"	chr1	-	5561168	5562113	5561168	5562029	5562080	5562113
1115	"AT2G45380"	"AT2G45380"	chr2	-	18700320	18701671	18700320	18700487	18701536	18701671
1116	"AT1G04960"	"AT1G04960"	chr1	-	1410184	1410868	1410184	1410318	1410618	1410868
1117	"AT4G11830"	"PLDGAMMA2"	chr4	-	7118726	7120476	7118726	7119481	7119577	7120476
1118	"AT5G07530"	"GRP17"	chr5	-	2382467	2383890	2382467	2382765	2382907	2383890
1119	"AT2G38170"	"CAX1"	chr2	-	15990427	15990819	15990427	15990598	15990702	15990819
1120	"AT2G02570"	"AT2G02570"	chr2	-	698599	698728	698599	698665	698701	698728
1121	"AT5G12040"	"NLP3"	chr5	+	3887135	3887440	3887135	3887151	3887359	3887440
1122	"AT3G25620"	"ABCG21"	chr3	-	9316073	9317709	9316073	9317318	9317539	9317709
1123	"AT4G27960"	"UBC9"	chr4	-	13917133	13917420	13917133	13917240	13917342	13917420
1124	"AT4G20310"	"AT4G20310"	chr4	+	10963132	10963432	10963132	10963226	10963301	10963432
1125	"AT1G31600"	"AT1G31600"	chr1	-	11314623	11315640	11314623	11314994	11315568	11315640
1126	"AT4G24960"	"HVA22D"	chr4	+	12828226	12828688	12828226	12828253	12828381	12828688
1127	"AT2G39090"	"APC7"	chr2	-	16312947	16313332	16312947	16313008	16313102	16313332
1128	"AT1G12520"	"CCS"	chr1	-	4268142	4268447	4268142	4268277	4268374	4268447
1129	"AT1G12520"	"CCS"	chr1	-	4268374	4268555	4268374	4268447	4268528	4268555
1130	"AT1G77180"	"SKIP"	chr1	-	28999607	29001664	28999607	28999969	29000275	29001664
1131	"AT2G43270"	"AT2G43270"	chr2	-	17988206	17989018	17988206	17988785	17988827	17989018
1132	"AT2G30520"	"RPT2"	chr2	-	13004778	13005419	13004778	13005156	13005349	13005419
1133	"AT2G30520"	"RPT2"	chr2	-	13005349	13005600	13005349	13005419	13005502	13005600
1134	"AT1G44446"	"CAO"	chr1	-	16848911	16849395	16848911	16849206	16849282	16849395
