ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
531	"AT1G05670"	"AT1G05670"	chr1	-	1697586	1698029	1697586	1697832	1697938	1698029	531	0,1,0	23,11,20	0,0,1	24,11,13	198	99	1	1.0	0.0,0.043,0.0	0.0,0.0,0.037	0.002
533	"AT4G38225"	"AT4G38225"	chr4	+	17927564	17928485	17927564	17928196	17928284	17928485	533	0,0,0	151,142,188	3,0,1	237,129,220	186	99	1	1.0	0.0,0.0,0.0	0.007,0.0,0.002	-0.003
534	"AT1G79000"	"HAC1"	chr1	-	29716349	29717047	29716349	29716775	29716937	29717047	534	4,2,5	8,6,6	0,1,0	11,1,8	198	99	0.000110503685094	0.00225540854705	0.2,0.143,0.294	0.0,0.333,0.0	0.101
535	"AT5G08750"	"AT5G08750"	chr5	+	2852865	2853962	2852865	2852942	2853075	2853962	535	5,7,10	3,4,8	5,1,9	11,9,15	198	99	0.00561380346359	0.0603863183381	0.455,0.467,0.385	0.185,0.053,0.231	0.279
536	"AT1G33110"	"AT1G33110"	chr1	+	12007784	12008246	12007784	12008023	12008127	12008246	536	0,0,3	147,103,130	1,0,0	182,117,211	198	99	1	1.0	0.0,0.0,0.011	0.003,0.0,0.0	0.003
537	"AT5G67440"	"NPY3"	chr5	-	26913482	26914773	26913482	26914625	26914703	26914773	537	0,0,0	20,16,40	0,0,1	32,13,33	176	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.017	-0.006
538	"AT5G58720"	"AT5G58720"	chr5	-	23719701	23720269	23719701	23720104	23720198	23720269	538	1,1,1	150,98,138	3,1,4	156,123,170	192	99	1	1.0	0.003,0.005,0.004	0.01,0.004,0.012	-0.005
539	"AT5G58720"	"AT5G58720"	chr5	-	23719701	23720496	23719701	23720269	23720389	23720496	539	3,2,2	167,84,177	1,1,1	147,105,180	198	99	1	1.0	0.009,0.012,0.006	0.003,0.005,0.003	0.005
540	"AT4G21580"	"AT4G21580"	chr4	+	11475718	11476073	11475718	11475849	11475948	11476073	540	3,2,6	11,11,8	2,3,5	4,1,11	197	99	0.411824791169	1.0	0.121,0.084,0.274	0.201,0.601,0.186	-0.17
541	"AT5G05180"	"AT5G05180"	chr5	+	1537092	1538492	1537092	1537616	1537688	1538492	541	1,2,1	5,6,13	2,1,1	4,3,4	170	99	0.619556631701	1.0	0.104,0.163,0.043	0.226,0.163,0.127	-0.069
545	"AT5G06530"	"ABCG22"	chr5	-	1989746	1990477	1989746	1990275	1990369	1990477	545	0,0,0	85,56,99	1,1,0	109,80,129	192	99	1	1.0	0.0,0.0,0.0	0.005,0.006,0.0	-0.004
546	"AT1G43620"	"UGT80B1"	chr1	-	16429349	16429754	16429349	16429558	16429642	16429754	546	0,2,0	3,6,14	0,0,0	31,8,29	182	99	1	1.0	0.0,0.153,0.0	0.0,0.0,0.0	0.051
547	"AT2G41020"	"AT2G41020"	chr2	+	17119837	17120392	17119837	17119930	17120275	17120392	547	0,2,1	50,44,63	0,0,0	54,23,71	198	99	1	1.0	0.0,0.022,0.008	0.0,0.0,0.0	0.01
548	"AT4G00440"	"AT4G00440"	chr4	+	197502	198579	197502	198112	198206	198579	548	1,2,0	5,2,3	2,1,3	17,8,8	192	99	0.331635694461	1.0	0.093,0.34,0.0	0.057,0.061,0.162	0.051
549	"AT4G00440"	"AT4G00440"	chr4	+	197502	198579	197502	198112	198211	198579	549	1,2,0	4,0,6	2,1,3	20,10,14	197	99	0.489278394436	1.0	0.112,1.0,0.0	0.048,0.048,0.097	0.306
550	"AT5G54840"	"ATSGP1"	chr5	-	22276932	22277436	22276932	22277016	22277396	22277436	550	4,5,4	68,42,68	8,6,10	42,38,78	198	99	0.0306288196103	0.225745744535	0.029,0.056,0.029	0.087,0.073,0.06	-0.035
551	"AT2G36680"	"VPS37-2"	chr2	-	15369245	15369495	15369245	15369361	15369448	15369495	551	32,26,38	4,1,8	13,6,10	5,3,3	185	99	0.0391805634304	0.273576565707	0.811,0.933,0.718	0.582,0.517,0.641	0.241
552	"AT2G36680"	"VPS37-2"	chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	552	32,26,38	49,40,51	11,6,10	96,48,89	180	99	3.57491813929e-14	3.55704354859e-12	0.264,0.263,0.291	0.059,0.064,0.058	0.212
553	"AT1G09730"	"ULP2B"	chr1	-	3153009	3153237	3153009	3153047	3153143	3153237	553	2,0,2	37,35,65	2,0,1	62,33,46	194	99	1	1.0	0.027,0.0,0.015	0.016,0.0,0.011	0.005
554	"AT5G66055"	"AKRP"	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	554	0,1,0	133,97,181	0,0,1	228,130,275	177	99	1	1.0	0.0,0.006,0.0	0.0,0.0,0.002	0.001
556	"AT1G18470"	"AT1G18470"	chr1	-	6356854	6357149	6356854	6356935	6357079	6357149	556	8,3,14	179,116,271	10,13,10	249,129,233	198	99	0.41777086625	1.0	0.022,0.013,0.025	0.02,0.048,0.021	-0.01
557	"AT4G01915"	"AT4G01915"	chr4	+	828072	828607	828072	828128	828211	828607	557	16,10,23	21,26,35	22,24,23	42,25,45	181	99	0.821884248439	1.0	0.294,0.174,0.264	0.223,0.344,0.218	-0.018
558	"AT4G36090"	"AT4G36090"	chr4	-	17078877	17079356	17078877	17078949	17079045	17079356	558	2,0,1	26,17,36	1,0,1	40,24,32	194	99	1	1.0	0.038,0.0,0.014	0.013,0.0,0.016	0.008
559	"AT2G45960"	"PIP1-2"	chr2	+	18911378	18911982	18911378	18911519	18911607	18911982	559	2,0,2	3717,2802,5010	1,3,0	6376,3700,6212	186	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
562	"AT5G01390"	"AT5G01390"	chr5	-	160263	160938	160263	160735	160852	160938	562	6,4,7	0,0,2	11,4,6	0,0,2	198	99	1	1.0	1.0,1.0,0.636	1.0,1.0,0.6	0.012
563	"AT1G72560"	"PSD"	chr1	-	27324388	27324871	27324388	27324728	27324816	27324871	563	12,5,12	19,22,20	8,10,16	14,19,30	186	99	0.702203095958	1.0	0.252,0.108,0.242	0.233,0.219,0.221	-0.024
565	"AT3G54350"	"emb1967"	chr3	-	20126555	20126860	20126555	20126623	20126763	20126860	565	4,2,6	22,38,64	4,0,4	38,14,57	198	99	0.415064820596	1.0	0.083,0.026,0.045	0.05,0.0,0.034	0.023
566	"AT2G01350"	"QPT"	chr2	-	166722	167071	166722	166856	166934	167071	566	0,0,1	115,86,166	0,0,6	210,80,212	176	99	1	1.0	0.0,0.0,0.003	0.0,0.0,0.016	-0.004
567	"AT3G20480"	"LPXK"	chr3	-	7151769	7152023	7151769	7151850	7151963	7152023	567	4,4,8	5,4,13	1,4,3	6,9,12	198	99	0.0459710521846	0.307503844865	0.286,0.333,0.235	0.077,0.182,0.111	0.161
571	"AT4G14350"	"AT4G14350"	chr4	-	8256085	8256561	8256085	8256369	8256474	8256561	571	10,7,21	1,2,0	14,10,20	0,2,1	198	99	0.657206956496	1.0	0.833,0.636,1.0	1.0,0.714,0.909	-0.051
573	"AT2G45990"	"AT2G45990"	chr2	+	18920623	18920864	18920623	18920686	18920787	18920864	573	54,41,71	209,140,206	22,19,23	398,266,407	198	99	0	0.0	0.114,0.128,0.147	0.027,0.034,0.027	0.1
576	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587752	5587843	5587982	576	1,0,1	123,92,124	0,0,0	97,95,121	189	99	1	1.0	0.004,0.0,0.004	0.0,0.0,0.0	0.003
577	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587757	5587843	5587982	577	1,0,1	21,9,11	0,0,0	11,21,12	184	99	1	1.0	0.025,0.0,0.047	0.0,0.0,0.0	0.024
578	"AT2G22660"	"GRDP1"	chr2	+	9629737	9630184	9629737	9629930	9630028	9630184	578	0,3,0	193,146,221	1,0,1	218,137,225	196	99	1	1.0	0.0,0.01,0.0	0.002,0.0,0.002	0.002
579	"AT4G35080"	"AT4G35080"	chr4	+	16699220	16700321	16699220	16699801	16699888	16700321	579	5,1,2	0,0,0	1,2,4	1,0,2	185	99	0.416077237176	1.0	1.0,1.0,1.0	0.349,1.0,0.517	0.378
580	"AT2G43180"	"AT2G43180"	chr2	-	17953920	17954231	17953920	17953957	17954031	17954231	580	4,3,1	60,45,54	2,2,4	78,50,91	172	99	0.627515912775	1.0	0.037,0.037,0.011	0.015,0.023,0.025	0.007
586	"AT1G05630"	"5PTASE13"	chr1	+	1685318	1685627	1685318	1685484	1685586	1685627	586	3,1,8	12,13,15	4,4,6	44,21,53	198	99	0.106941617732	0.575172484559	0.111,0.037,0.211	0.043,0.087,0.054	0.058
587	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654235	20654322	20654768	587	1,0,0	30,11,24	2,0,2	29,23,28	185	99	0.451730849909	1.0	0.018,0.0,0.0	0.036,0.0,0.037	-0.018
588	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654256	20654322	20654768	588	1,0,0	61,60,109	2,0,1	80,65,87	164	99	1	1.0	0.01,0.0,0.0	0.015,0.0,0.007	-0.004
589	"AT1G55350"	"DEK1"	chr1	-	20657492	20658194	20657492	20657812	20657896	20658194	589	0,0,0	90,64,131	2,0,1	134,62,144	182	99	1	1.0	0.0,0.0,0.0	0.008,0.0,0.004	-0.004
590	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11004963	11005150	590	1,1,1	7,4,6	1,0,2	4,1,6	165	99	0.227445393844	1.0	0.079,0.13,0.091	0.13,0.0,0.167	0.001
591	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005018	11005150	591	1,1,1	0,2,4	1,0,2	0,0,0	198	99	1	1.0	1.0,0.2,0.111	1.0,NA,1.0	-0.563
592	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005021	11005150	592	1,1,1	107,69,122	1,0,2	87,42,78	198	99	1	1.0	0.005,0.007,0.004	0.006,0.0,0.013	-0.001
593	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005024	11005150	593	1,1,1	29,19,36	1,0,2	34,11,32	198	99	1	1.0	0.017,0.026,0.014	0.014,0.0,0.03	0.004
595	"AT5G01230"	"AT5G01230"	chr5	-	93948	94146	93948	94001	94085	94146	595	12,2,7	39,31,58	0,1,1	34,23,51	182	99	1.2543425201e-05	0.000332818882	0.143,0.034,0.062	0.0,0.023,0.011	0.068
596	"AT2G43410"	"FPA"	chr2	-	18027928	18028761	18027928	18028319	18028448	18028761	596	0,1,0	4,9,7	0,1,0	7,9,16	198	99	1	1.0	0.0,0.053,0.0	0.0,0.053,0.0	0.0
597	"AT1G70700"	"TIFY7"	chr1	+	26656237	26656478	26656237	26656320	26656392	26656478	597	86,71,119	12,9,16	98,52,129	10,10,9	170	99	0.397023051698	1.0	0.807,0.821,0.812	0.851,0.752,0.893	-0.019
598	"AT2G28540"	"AT2G28540"	chr2	+	12223118	12223828	12223118	12223333	12223419	12223828	598	2,1,2	0,2,1	0,1,0	2,1,2	184	99	0.00280047576341	0.0323069377924	1.0,0.212,0.518	0.0,0.35,0.0	0.46
600	"AT1G70180"	"AT1G70180"	chr1	+	26428883	26429361	26428883	26428946	26429046	26429361	600	3,1,1	116,85,120	0,1,0	73,37,70	198	99	1	1.0	0.013,0.006,0.004	0.0,0.013,0.0	0.003
601	"AT1G45160"	"IRE4"	chr1	-	17084039	17084342	17084039	17084114	17084213	17084342	601	9,2,4	143,57,111	4,2,6	118,67,122	197	99	0.569687384164	1.0	0.031,0.017,0.018	0.017,0.015,0.024	0.003
602	"AT1G02960"	"AT1G02960"	chr1	-	667150	667437	667150	667281	667372	667437	602	8,9,8	4,2,9	5,4,8	45,36,46	189	99	1.43252496421e-07	4.95778205005e-06	0.512,0.702,0.318	0.055,0.055,0.083	0.446
604	"AT1G04300"	"AT1G04300"	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345	604	4,1,3	0,0,0	6,1,2	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.6,1.0,1.0	0.133
607	"AT2G20590"	"RTNLB17"	chr2	-	8867537	8867857	8867537	8867660	8867791	8867857	607	0,0,0	7,10,23	0,1,1	22,16,29	198	99	1	1.0	0.0,0.0,0.0	0.0,0.03,0.017	-0.016
609	"AT3G62770"	"ATG18A"	chr3	-	23218632	23219221	23218632	23218948	23219094	23219221	609	0,0,0	118,71,123	0,1,0	122,66,109	198	99	1	1.0	0.0,0.0,0.0	0.0,0.008,0.0	-0.003
610	"AT2G27340"	"AT2G27340"	chr2	+	11696936	11697554	11696936	11697163	11697448	11697554	610	0,0,2	2,9,15	0,1,0	18,14,12	198	99	1	1.0	0.0,0.0,0.063	0.0,0.034,0.0	0.01
611	"AT3G12100"	"MTPC2"	chr3	-	3854938	3855267	3854938	3855028	3855116	3855267	611	6,3,8	60,52,81	5,1,11	96,54,71	186	99	0.789896044589	1.0	0.051,0.03,0.05	0.027,0.01,0.076	0.006
612	"AT3G52120"	"AT3G52120"	chr3	+	19331152	19331633	19331152	19331347	19331454	19331633	612	1,1,4	81,68,96	2,0,1	135,98,197	198	99	1	1.0	0.006,0.007,0.02	0.007,0.0,0.003	0.008
615	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945828	16945908	16946192	615	0,0,4	24,12,47	1,0,2	34,9,34	178	99	0.702200395293	1.0	0.0,0.0,0.045	0.016,0.0,0.032	-0.001
616	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945832	16945908	16946192	616	0,0,2	1,0,2	1,0,2	1,0,0	174	99	1	1.0	0.0,NA,0.363	0.363,NA,1.0	-0.5
617	"AT2G23680"	"AT2G23680"	chr2	+	10066162	10066566	10066162	10066360	10066452	10066566	617	0,0,0	27,20,9	0,1,0	35,18,29	190	99	1	1.0	0.0,0.0,0.0	0.0,0.028,0.0	-0.009
618	"AT2G04170"	"AT2G04170"	chr2	-	1418595	1419171	1418595	1418713	1418792	1419171	618	0,2,1	66,74,112	2,0,1	83,60,102	177	99	1	1.0	0.0,0.015,0.005	0.013,0.0,0.005	0.001
619	"AT3G19010"	"AT3G19010"	chr3	-	6556196	6556999	6556196	6556566	6556671	6556999	619	0,0,1	240,152,206	1,1,0	276,155,298	198	99	1	1.0	0.0,0.0,0.002	0.002,0.003,0.0	-0.001
622	"AT2G32250"	"FRS2"	chr2	+	13693104	13695479	13693104	13693270	13693381	13695479	622	8,4,4	2,2,9	1,0,2	12,6,6	198	99	3.28999990834e-05	0.000770247037364	0.667,0.5,0.182	0.04,0.0,0.143	0.389
624	"AT2G39730"	"RCA"	chr2	-	16570745	16571472	16570745	16571066	16571179	16571472	624	75,55,434	11464,8985,12736	29,32,56	19599,13856,24800	198	99	0.0930402309472	0.514305721069	0.003,0.003,0.017	0.001,0.001,0.001	0.007
625	"AT2G39730"	"RCA"	chr2	-	16570745	16571472	16570745	16571066	16571190	16571472	625	90,77,460	23431,19177,26688	55,68,102	23485,16473,28486	198	99	1	1.0	0.002,0.002,0.009	0.001,0.002,0.002	0.003
626	"AT2G44480"	"BGLU17"	chr2	+	18360031	18360366	18360031	18360101	18360307	18360366	626	0,0,0	5,6,9	1,0,0	11,3,5	198	99	1	1.0	0.0,0.0,0.0	0.043,0.0,0.0	-0.014
627	"AT5G59470"	"AT5G59470"	chr5	+	23978841	23979478	23978841	23979100	23979177	23979478	627	1,0,0	1,2,1	0,1,1	4,3,5	175	99	1	1.0	0.361,0.0,0.0	0.0,0.159,0.102	0.033
629	"AT1G03180"	"AT1G03180"	chr1	+	773410	774153	773410	773691	774095	774153	629	2,0,2	12,11,17	0,1,0	18,5,18	198	99	0.495936245792	1.0	0.077,0.0,0.056	0.0,0.091,0.0	0.014
631	"AT3G12020"	"AT3G12020"	chr3	+	3832920	3833256	3832920	3832971	3833208	3833256	631	13,6,7	74,63,103	4,6,5	70,55,89	198	99	0.153217521561	0.776822593392	0.081,0.045,0.033	0.028,0.052,0.027	0.017
634	"AT5G58140"	"PHOT2"	chr5	+	23528406	23528775	23528406	23528510	23528725	23528775	634	40,19,27	875,649,957	18,7,22	545,298,636	198	99	0.577111274305	1.0	0.022,0.014,0.014	0.016,0.012,0.017	0.002
637	"AT5G15550"	"AT5G15550"	chr5	-	5059230	5059487	5059230	5059266	5059350	5059487	637	1,1,4	145,90,184	0,0,1	128,80,156	182	99	1	1.0	0.004,0.006,0.012	0.0,0.0,0.003	0.006
638	"AT3G13445"	"TBP1"	chr3	+	4381486	4381768	4381486	4381588	4381694	4381768	638	8,5,5	87,54,112	4,5,8	122,110,121	198	99	0.303214361532	1.0	0.044,0.044,0.022	0.016,0.022,0.032	0.013
639	"AT5G46730"	"AT5G46730"	chr5	+	18964011	18965068	18964011	18964588	18964720	18965068	639	2,0,0	0,0,1	4,2,8	2,0,1	198	99	1	1.0	1.0,NA,0.0	0.5,1.0,0.8	-0.267
642	"AT2G05380"	"GRP3S"	chr2	+	1967542	1968037	1967542	1967635	1967677	1968037	642	157,116,349	66,37,98	187,77,131	71,19,54	140	99	0.664604709635	1.0	0.627,0.689,0.716	0.651,0.741,0.632	0.003
644	"AT1G62250"	"AT1G62250"	chr1	-	22995813	22996230	22995813	22995919	22996057	22996230	644	2,0,0	150,113,149	1,0,0	251,213,312	198	99	1	1.0	0.007,0.0,0.0	0.002,0.0,0.0	0.002
645	"AT1G11592"	"AT1G11592"	chr1	-	3895934	3896261	3895934	3896090	3896211	3896261	645	2,0,1	57,38,60	0,0,2	77,49,67	198	99	1	1.0	0.017,0.0,0.008	0.0,0.0,0.015	0.003
646	"AT3G12250"	"TGA6"	chr3	+	3906243	3906692	3906243	3906416	3906620	3906692	646	2,0,10	11,9,18	0,2,1	35,9,28	198	99	0.00034935266647	0.00617966050022	0.083,0.0,0.217	0.0,0.1,0.018	0.061
647	"AT3G12250"	"TGA6"	chr3	+	3906243	3906692	3906243	3906525	3906620	3906692	647	2,0,10	5,3,7	0,2,2	2,1,5	193	99	0.231722139956	1.0	0.17,0.0,0.423	0.0,0.506,0.17	-0.028
648	"AT4G02550"	"AT4G02550"	chr4	-	1120420	1121191	1120420	1121016	1121103	1121191	648	3,0,5	5,7,15	2,0,2	15,15,21	185	99	0.0558580120282	0.350102185626	0.243,0.0,0.151	0.067,0.0,0.048	0.093
649	"AT5G20250"	"RFS6"	chr5	+	6833658	6834047	6833658	6833895	6833988	6834047	649	4,2,4	39,49,144	1,2,2	228,41,147	191	99	0.344306459169	1.0	0.05,0.021,0.014	0.002,0.025,0.007	0.017
650	"AT5G20250"	"RFS6"	chr5	+	6833658	6834047	6833658	6833895	6834004	6834047	650	15,5,40	21,20,40	44,11,30	68,15,56	198	99	0.855571305442	1.0	0.263,0.111,0.333	0.244,0.268,0.211	-0.005
651	"AT5G20250"	"RFS6"	chr5	+	6834004	6835720	6834004	6834047	6834146	6835720	651	7,5,7	59,51,171	7,1,8	235,62,177	197	99	0.0575050604819	0.357609594872	0.056,0.047,0.02	0.015,0.008,0.022	0.026
652	"AT3G17185"	"TASIR-ARF"	chr3	+	5861490	5862437	5861490	5861605	5861997	5862437	652	0,2,0	299,256,259	1,1,0	390,289,447	198	99	1	1.0	0.0,0.004,0.0	0.001,0.002,0.0	0.0
653	"AT3G16950"	"LPD1"	chr3	-	5786384	5786811	5786384	5786690	5786784	5786811	653	79,68,129	2,1,2	103,81,102	10,2,7	192	99	0.00113102493432	0.0163690154131	0.953,0.972,0.971	0.842,0.954,0.883	0.072
656	"AT5G56040"	"AT5G56040"	chr5	+	22694877	22698628	22694877	22697855	22697943	22698628	656	1,0,0	119,64,137	0,0,0	140,90,125	186	99	1	1.0	0.004,0.0,0.0	0.0,0.0,0.0	0.001
657	"AT4G21850"	"MSRB9"	chr4	-	11591115	11591794	11591115	11591533	11591637	11591794	657	1,0,1	248,189,336	0,0,0	277,221,273	198	99	1	1.0	0.002,0.0,0.001	0.0,0.0,0.0	0.001
658	"AT3G61710"	"BECLIN1"	chr3	-	22840107	22840369	22840107	22840179	22840283	22840369	658	3,1,10	61,34,66	1,3,8	86,40,63	198	99	0.57729904835	1.0	0.024,0.014,0.07	0.006,0.036,0.06	0.002
659	"AT5G46390"	"CTPA1"	chr5	+	18818416	18818630	18818416	18818500	18818591	18818630	659	4,4,4	38,33,55	6,6,9	59,59,98	189	99	0.786492027744	1.0	0.052,0.06,0.037	0.051,0.051,0.046	0.0
661	"AT3G51240"	"F3H"	chr3	+	19025191	19025768	19025191	19025266	19025418	19025768	661	1,2,1	0,0,2	0,1,1	0,0,0	198	99	1	1.0	1.0,1.0,0.2	NA,1.0,1.0	-0.267
663	"AT3G14110"	"FLU"	chr3	-	4676835	4677308	4676835	4677001	4677129	4677308	663	0,0,0	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
664	"AT3G14110"	"FLU"	chr3	-	4676835	4677308	4676835	4677001	4677132	4677308	664	0,0,0	436,338,552	0,0,1	492,254,559	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.001	-0.0
665	"AT5G26760"	"AT5G26760"	chr5	-	9405127	9406063	9405127	9405754	9405964	9406063	665	1,0,0	52,33,78	0,0,0	72,27,74	198	99	1	1.0	0.01,0.0,0.0	0.0,0.0,0.0	0.003
668	"AT1G09300"	"AT1G09300"	chr1	+	3004360	3004778	3004360	3004435	3004514	3004778	668	0,1,1	33,14,34	0,0,2	42,13,32	177	99	1	1.0	0.0,0.038,0.016	0.0,0.0,0.034	0.007
669	"AT4G31120"	"PMRT15"	chr4	-	15132353	15132629	15132353	15132447	15132541	15132629	669	1,4,0	57,39,85	4,1,2	66,54,83	192	99	0.754100968034	1.0	0.009,0.05,0.0	0.03,0.009,0.012	0.003
670	"AT2G30880"	"AT2G30880"	chr2	-	13142664	13143671	13142664	13143298	13143378	13143671	670	1,1,0	104,58,94	0,0,0	110,61,121	178	99	1	1.0	0.005,0.009,0.0	0.0,0.0,0.0	0.005
671	"AT5G38380"	"AT5G38380"	chr5	+	15347761	15348427	15347761	15347874	15347964	15348427	671	0,1,0	50,34,78	0,0,0	70,55,78	188	99	1	1.0	0.0,0.015,0.0	0.0,0.0,0.0	0.005
672	"AT5G60880"	"BASL"	chr5	-	24488758	24489065	24488758	24488850	24488933	24489065	672	0,0,0	25,10,19	0,0,1	25,13,33	181	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.016	-0.005
673	"AT3G07650"	"COL9"	chr3	+	2443771	2444532	2443771	2444060	2444185	2444532	673	0,0,2	5,0,0	2,2,1	4,0,0	198	99	1	1.0	0.0,NA,1.0	0.2,1.0,1.0	-0.233
674	"AT3G04380"	"SUVR4"	chr3	+	1162043	1162933	1162043	1162292	1162373	1162933	674	0,0,0	13,7,9	1,0,0	11,3,13	179	99	1	1.0	0.0,0.0,0.0	0.048,0.0,0.0	-0.016
676	"AT2G38820"	"AT2G38820"	chr2	+	16222725	16222918	16222725	16222795	16222861	16222918	676	19,10,23	0,0,4	22,19,27	1,0,0	164	99	0.284833437935	1.0	1.0,1.0,0.776	0.93,1.0,1.0	-0.051
677	"AT2G47110"	"RPS27AB"	chr2	+	19344634	19345345	19344634	19345236	19345288	19345345	677	9,2,9	15,13,25	4,1,7	13,7,25	150	99	0.346155772443	1.0	0.284,0.092,0.192	0.169,0.086,0.156	0.052
678	"AT4G15393"	"CYP702A5"	chr4	+	8804886	8805199	8804886	8804987	8805086	8805199	678	0,0,2	0,0,1	0,1,0	0,0,0	197	99	1	1.0	NA,NA,0.501	NA,1.0,NA	-0.499
681	"AT3G46980"	"ANTR4"	chr3	-	17307775	17308023	17307775	17307809	17307885	17308023	681	4,1,1	92,63,76	2,2,2	33,24,48	174	99	0.525628498858	1.0	0.024,0.009,0.007	0.033,0.045,0.023	-0.02
682	"AT3G56590"	"AT3G56590"	chr3	+	20966973	20968019	20966973	20967625	20967698	20968019	682	0,0,2	61,62,85	0,0,2	129,51,135	171	99	1	1.0	0.0,0.0,0.013	0.0,0.0,0.009	0.001
683	"AT2G24270"	"ALDH11A3"	chr2	-	10327034	10327438	10327034	10327134	10327329	10327438	683	9,8,13	3,3,5	21,13,14	10,20,18	198	99	0.0212350651584	0.170738503698	0.6,0.571,0.565	0.512,0.245,0.28	0.233
684	"AT2G24270"	"ALDH11A3"	chr2	-	10329456	10329941	10329456	10329607	10329721	10329941	684	14,15,23	0,2,2	12,9,15	26,5,20	198	99	3.59067842126e-09	1.78636251458e-07	1.0,0.789,0.852	0.188,0.474,0.273	0.569
685	"AT2G24270"	"ALDH11A3"	chr2	-	10329456	10329941	10329456	10329618	10329721	10329941	685	10,14,23	14,9,12	14,9,14	93,50,98	198	99	1.72345360205e-10	9.79906476594e-09	0.263,0.438,0.489	0.07,0.083,0.067	0.323
688	"AT1G48520"	"GATB"	chr1	+	17941835	17942172	17941835	17942033	17942103	17942172	688	0,4,5	195,177,244	3,4,5	258,191,302	168	99	1	1.0	0.0,0.013,0.012	0.007,0.012,0.01	-0.001
689	"AT1G33270"	"AT1G33270"	chr1	-	12068558	12068925	12068558	12068654	12068828	12068925	689	2,3,2	41,57,63	0,1,0	90,50,86	198	99	0.714860859969	1.0	0.024,0.026,0.016	0.0,0.01,0.0	0.019
690	"AT5G58470"	"TAF15B"	chr5	-	23637706	23638689	23637706	23638295	23638447	23638689	690	0,0,1	56,31,57	0,0,0	54,22,51	198	99	1	1.0	0.0,0.0,0.009	0.0,0.0,0.0	0.003
691	"AT1G72770"	"HAB1"	chr1	+	27392287	27393281	27392287	27392393	27392516	27393281	691	1,1,2	103,80,111	2,0,1	161,107,188	198	99	1	1.0	0.005,0.006,0.009	0.006,0.0,0.003	0.004
693	"AT4G25080"	"CHLM"	chr4	+	12876947	12877569	12876947	12876973	12877073	12877569	693	16,22,47	2,4,5	26,23,38	10,8,8	198	99	0.0204943638875	0.166464425045	0.8,0.733,0.825	0.565,0.59,0.704	0.166
695	"AT4G38130"	"HDA19"	chr4	-	17896291	17896743	17896291	17896597	17896671	17896743	695	5,1,15	266,189,317	10,1,7	284,196,365	172	99	0.491972032634	1.0	0.011,0.003,0.027	0.02,0.003,0.011	0.002
699	"AT5G53160"	"PYL8"	chr5	+	21561444	21562260	21561444	21561660	21561740	21562260	699	0,1,1	247,169,245	0,0,0	293,204,382	178	99	1	1.0	0.0,0.003,0.002	0.0,0.0,0.0	0.002
701	"AT5G54590"	"CRLK1"	chr5	+	22181712	22181956	22181712	22181798	22181884	22181956	701	0,1,2	34,33,36	2,1,6	44,29,48	184	99	0.0584776492183	0.360838827735	0.0,0.016,0.029	0.024,0.018,0.063	-0.02
702	"AT2G14740"	"VSR3"	chr2	+	6312204	6312589	6312204	6312348	6312441	6312589	702	1,1,3	12,20,21	3,2,2	15,17,23	191	99	0.476857287964	1.0	0.041,0.025,0.069	0.094,0.057,0.043	-0.02
703	"AT5G66060"	"P4H10"	chr5	+	26421309	26421594	26421309	26421449	26421591	26421594	703	1,2,0	1,1,1	1,0,0	2,0,1	198	99	1	1.0	0.333,0.5,0.0	0.2,NA,0.0	0.178
704	"AT5G43680"	"AT5G43680"	chr5	+	17545319	17545752	17545319	17545400	17545495	17545752	704	9,10,16	1,3,6	7,10,10	2,6,1	193	99	0.855889499969	1.0	0.822,0.631,0.578	0.642,0.461,0.837	0.03
