Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT5G21160	AT5G21160:s:7199201-7199335	s|1e1.1o2|1e1.2o2|i	7.77155982729795e-16;7.77155982729795e-16;2.66808847940564e-17	6.0448857830544e-21;6.0448857830544e-21;6.044885783054306e-21	0.9999999926460882;0.9999999926460882;0.999988653758028	0.000;0.000;0.999	0.001;0.001;0.999	False	True	False	2	2	7198847-7199201;7198844-7199201	7198844-7199201
AT3G54600	AT3G54600:s:20212025-20212390	s|1e1.1o1|i	-0.008485908376780524;0.00848593057176658	5.1001943244300044e-14;4.2188485143032286e-14	0.008600150047288313;0.008599667924237168	0.740;0.260	0.719;0.281	False	False	False	1	2	20212390-20212697	20212390-20212697
AT5G56850	AT5G56850:s:22986381-22986818	s|1e1.1o1|i	-0.005494317495533171;0.00549433853259888	1.3991066289800918e-08;1.3807452635910499e-08	0.0019471669682046278;0.0019471163354421728	0.597;0.403	0.592;0.408	False	False	False	1	2	22986291-22986381	22986291-22986381
AT4G18975	AT4G18975:s:10392798-10392941	s|1e1.1o2|1e1.2o2	-0.0007297747434890041;0.0007297928053786618	2.6430981533568426e-10;2.732438808138144e-10	0.0017784293764571135;0.0017784026537055464	0.081;0.919	0.079;0.921	False	True	False	2	2	10392726-10392798;10392714-10392798	
AT3G06700	AT3G06700:s:2117905-2118007	s|1e1.1o3|1e1.2o3|1e1.3o3	7.771559702176269e-16;5.552159871313042e-12;7.771559702176269e-16	6.097720061512472e-21;6.0977200548674795e-21;6.097720061512472e-21	0.9999999997576716;0.9986607221785062;0.9999999997576716	0.014;0.981;0.005	0.013;0.983;0.005	False	True	False	3	2	2117827-2117905;2117802-2117905;2117800-2117905	
AT5G65685	AT5G65685:t:26275481-26275514	t|1e1.2o2|1e2.1o1	-0.24131343444075792;0.24131343780170364	0.6725673934781274;0.6725674048900331	8.357700839733972e-06;8.35710793551769e-06	0.641;0.359	0.360;0.640	False	False	True	2	3	26275514-26275749;26275514-26275686	
AT1G70700	AT1G70700:s:26656393-26656478	s|1e1.1o1|i	0.00569696476479805;-0.0056969491254831245	1.3127732702429903e-11;1.291660364110301e-11	0.00278947308055455;0.002789513612204364	0.638;0.362	0.639;0.361	False	False	False	1	2	26656478-26656574	26656478-26656574
AT1G01160	AT1G01160:s:72339-72669	s|1e1.1o1|1e2.1o1|i	7.77155982729795e-16;-0.01694188332643689;0.01696236218611665	6.0448857830544e-21;7.736334890577252e-05;7.792027386792144e-05	0.9999999926460882;0.001140575887119133;0.0011337484660331743	0.001;0.579;0.420	0.001;0.548;0.451	False	False	True	2	3	72669-72915;72669-73087	72669-73087
AT1G52150	AT1G52150:s:19410985-19411119	s|1e1.1o2|1e1.2o2	-9.187198689984945e-07;9.187192374529135e-07	6.09949248591126e-21;6.099472876771853e-21	0.4762141744273103;0.4738559193471349	0.017;0.983	0.016;0.984	False	True	False	2	2	19410911-19410985;19410908-19410985	
AT4G33700	AT4G33700:s:16177206-16177279	s|1e1.1o2|1e1.2o2	-0.01986043797187686;0.019860428215604763	7.331394815131604e-09;7.28341664758393e-09	0.00012977278039616458;0.0001297619378735151	0.944;0.056	0.906;0.094	False	True	False	2	2	16177132-16177206;16177124-16177206	
AT3G03100	AT3G03100:s:705822-705931	s|1e1.1o1|i	0.004786754957242109;-0.004786738467274653	1.2022279006763279e-11;1.1990895413150217e-11	0.000944619487543763;0.0009446334272217305	0.635;0.365	0.637;0.363	False	False	False	1	2	705722-705822	705722-705822
AT4G08980	AT4G08980:s:5758404-5758484	s|1e1.1o1|i	-0.23317908667620424;0.2331790969873524	0.7517144237974052;0.7517146539045335	4.79071279757548e-06;4.790373937063142e-06	0.470;0.530	0.236;0.764	False	False	False	1	2	5758484-5758982	5758484-5758982
AT4G04890	AT4G04890:t:2479855-2480230	t|1e1.1o1|1e2.1o1	-0.09388858446235951;0.09388854881337576	0.019782133563487098;0.019782124564426806	1.2357339047697202e-05;1.2356340831522063e-05	0.912;0.088	0.802;0.198	False	False	True	2	3	2480230-2482038;2480230-2481289	
AT5G06770	AT5G06770:s:2092709-2092950	s|1e1.1o1|1e2.1o1	-0.046636183201240584;0.046636196852317346	0.018444815348680227;0.018444810858822408	3.395991516585983e-05;3.39575910552406e-05	0.341;0.659	0.256;0.744	False	False	True	2	3	2092166-2092709;2091519-2092709	
AT3G46590	AT3G46590:s:17153575-17153722	s|1e1.1o2|1e1.2o2	0.023538324338483265;-0.02353831381446725	5.395263252766128e-05;5.395224023671484e-05	9.585951648511011e-05;9.586672905681493e-05	0.790;0.210	0.831;0.169	False	True	False	2	2	17153722-17153817;17153722-17153820	
AT1G34150	AT1G34150:s:12436558-12436703	s|1e1.1o1|2e1.1o1	-0.1358655134589787;0.13586552355841575	0.14403496113580602;0.14403504769181966	6.879894632327854e-06;6.879402427016423e-06	0.206;0.794	0.056;0.944	True	False	False	2	2	12436696-12436786;12436703-12436786	
AT4G29735	AT4G29735:t:14563103-14563181	t|1e1.1o1|1e2.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	1.000;0.000	0.999;0.001	False	False	True	2	3	14563181-14564060;14563181-14563373	
AT2G25930	AT2G25930:t:11062017-11062068	t|1e1.1o1|1e2.1o1|i	-0.06108720973230872;-0.009120902698425302;0.08557951341785588	0.020641686101489698;3.498448519226287e-09;0.051632796024616394	0.00035821796286950036;0.005903568254253089;0.00024188950705233037	0.401;0.075;0.525	0.316;0.053;0.631	False	False	True	2	3	11060836-11062017;11061473-11062017	11061473-11062017
AT1G29120	AT1G29120:s:10174187-10174670	s|1e1.1o2|1e1.2o2	0.03528892841259179;-0.03528891608140749	2.298067203339704e-05;2.2980651136954163e-05	8.346936049110623e-05;8.347552033649563e-05	0.117;0.883	0.174;0.826	False	True	False	2	2	10174670-10175213;10174670-10175216	
AT1G20890	AT1G20890:s:7266737-7266875	s|1e1.1o1|2e1.1o1	-0.013566004747557713;0.013566043056362933	6.292087697995713e-05;6.29213878649719e-05	0.00012461972902466645;0.00012461242240624504	0.153;0.847	0.126;0.874	True	False	False	2	2	7266644-7266768;7266644-7266737	
AT5G07950	AT5G07950:s:2541496-2541537	s|1e1.1o2|1e1.2o2	-0.014293362153906707;0.014293398716450016	0.0015240224417800115;0.001524020871412028	7.908331260475521e-05;7.907999478118377e-05	0.224;0.776	0.192;0.808	False	True	False	2	2	2541414-2541496;2541404-2541496	
AT5G55220	AT5G55220:s:22399411-22399565	s|1e1.1o2|1e1.2o2|i	-0.02382505939582761;7.77155982729795e-16;0.018260135701427056	1.2451867981645432e-08;6.0448857830544e-21;6.598425583717747e-09	0.0010478459864612377;0.9999999926460882;0.000997502171413046	0.644;0.001;0.356	0.618;0.009;0.374	False	True	False	2	2	22399565-22399656;22399565-22399682	22399565-22399682
AT5G08280	AT5G08280:s:2665352-2665792	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;1.794671827312181e-12	6.097720061512472e-21;6.097720061261827e-21	0.9999999997576716;0.9999493598131588	0.019;0.981	0.017;0.983	False	True	False	2	2	2664982-2665352;2664977-2665352	
AT5G25340	AT5G25340:s:8793956-8794402	s|1e1.1o1|i	7.77155982729795e-16;-2.0730678584002354e-13	6.0448857830544e-21;6.044885783029861e-21	0.9999999926460882;0.9970235380272751	0.001;0.999	0.001;0.999	False	False	False	1	2	8794402-8794497	8794402-8794497
AT5G06060	AT5G06060:s:1824937-1825417	s|1e1.1o1|2e1.1o1	0.02905276659895782;-0.029052769645670187	1.120632033517661e-20;1.1892997946413517e-20	0.3594559664149735;0.35946530845410063	0.943;0.057	0.978;0.022	True	False	False	2	2	1824814-1825210;1824814-1824937	
AT3G12780	AT3G12780:s:4062566-4062643	s|1e1.1o1|i	-0.0019045365122117616;0.0019045800694362743	9.920856984127417e-21;9.809555282167997e-21	0.47499982858212025;0.4749998277632098	0.649;0.351	0.644;0.356	False	False	False	1	2	4062478-4062566	4062478-4062566
AT4G24350	AT4G24350:s:12610008-12610075	s|1e1.1o2|1e1.2o2	-0.012093313333419387;0.012093367087381374	9.623369731697302e-08;9.625773042223588e-08	0.0005755087001715342;0.0005754618137103918	0.099;0.901	0.076;0.924	False	True	False	2	2	12610075-12610363;12610075-12610371	
AT1G07110	AT1G07110:s:2182516-2182716	s|1e1.1o2|1e1.2o2	-0.00019534580146664339;0.0001953468465311652	6.136682662676335e-21;6.132062489796097e-21	0.4748441881583033;0.47505849495175	0.998;0.002	0.969;0.031	False	True	False	2	2	2182420-2182516;2182407-2182516	
AT4G32640	AT4G32640:s:15742001-15742239	s|1e1.1o2|1e1.2o2	-0.0331463306829148;0.033146346203450444	0.012750450451909976;0.012750439895038162	4.343451625721251e-05;4.3431751635361615e-05	0.652;0.348	0.588;0.412	False	True	False	2	2	15742239-15742608;15742239-15742615	
AT5G52520	AT5G52520:s:21312410-21312616	s|1e1.1o2|1e1.2o2	4.742901826350473e-05;-4.74281871731335e-05	6.126877863628729e-21;6.128001937159011e-21	0.47439801885084365;0.4750721632656737	0.973;0.027	0.973;0.027	False	True	False	2	2	21312616-21312797;21312616-21312804	
AT5G59160	AT5G59160:s:23880929-23881114	s|1e1.1o1|2e1.1o1|i	0.0016237004725195288;7.77155982729795e-16;-0.0016478951697785557	2.218539834240657e-13;6.0448857830544e-21;2.7152455307713706e-13	0.005898261992623971;0.9999999926460882;0.0058552644140862364	0.729;0.000;0.271	0.723;0.000;0.277	True	False	False	2	2	23881111-23881387;23881114-23881387	23881114-23881387
AT1G21690	AT1G21690:s:7616028-7616107	s|1e1.1o2|1e1.2o2	1.3415228067107207e-05;-1.3415148991074004e-05	7.160058590961788e-13;6.102933153052452e-21	0.01623659280823528;0.01621409026015208	0.995;0.005	0.996;0.004	False	True	False	2	2	7616107-7616604;7616107-7616625	
AT3G15030	AT3G15030:s:5061921-5063598	s|1e1.1o2|1e1.2o2	-4.6013177163494855e-07;4.6022260864077085e-07	6.097807927633973e-21;6.0977966737250915e-21	0.4985175984393265;0.4987933166877128	0.993;0.007	0.986;0.014	False	True	False	2	2	5063598-5063681;5063598-5063692	
AT5G37130	AT5G37130:s:14686169-14686321	s|1e1.1o2|1e1.2o2	3.482506745450363e-05;-3.482490025669568e-05	6.103836200349756e-21;6.104660820194644e-21	0.47532180482683795;0.4753289733795403	0.973;0.027	0.995;0.005	False	True	False	2	2	14686321-14686419;14686321-14686424	
AT3G16030	AT3G16030:s:5441936-5442173	s|1e1.1o2|1e1.2o2	-0.007353371927476698;0.007353420018701798	0.00036201190661508463;0.00036201193563890563	9.773145628100277e-05;9.772907439414835e-05	0.830;0.170	0.814;0.186	False	True	False	2	2	5442173-5442253;5442173-5442270	
AT5G06600	AT5G06600:s:2027805-2027945	s|1e1.1o2|1e1.2o2	-0.03544686840819112;0.03544688380331537	0.005467981731257997;0.005467979904626769	4.36960650525009e-05;4.3693065065061876e-05	0.808;0.192	0.744;0.256	False	True	False	2	2	2027505-2027805;2027502-2027805	
AT3G55400	AT3G55400:s:20536326-20536481	s|1e1.1o1|i	0.009778934926645683;-0.009778928408414583	1.9366215757394044e-05;1.936699686214813e-05	0.0008269732535750585;0.0008269999125124494	0.575;0.425	0.593;0.407	False	False	False	1	2	20536212-20536326	20536212-20536326
AT4G31800	AT4G31800:s:15383201-15383364	s|1e1.1o2|1e1.2o2	0.0004566894106128722;-0.00045668780560357544	2.777926204040024e-07;2.7793352979600423e-07	0.0007231799534054596;0.0007232283414744245	0.990;0.010	0.994;0.006	False	True	False	2	2	15383364-15383489;15383364-15383492	
AT1G60260	AT1G60260:s:22219194-22219275	s|1e1.1o2|1e1.2o2	-1.946626267037705e-05;1.9466268639737997e-05	6.1015979804654896e-21;6.1011381385871435e-21	0.47558833512004617;0.47558844466017053	0.989;0.011	0.974;0.026	False	True	False	2	2	22219113-22219194;22219008-22219194	
AT3G59300	AT3G59300:s:21921303-21921452	s|1e1.1o2|1e1.2o2|i	7.77155982729795e-16;-0.0027850712285050778;0.00181278773688118	6.0448857830544e-21;2.32217094854436e-14;7.771754773668201e-16	0.9999999926460882;0.004020407646716961;0.005172257152326443	0.004;0.637;0.359	0.006;0.633;0.362	False	True	False	2	2	21921452-21921529;21921452-21921558	21921452-21921558
AT2G41680	AT2G41680:s:17377930-17378195	s|1e1.1o2|1e1.2o2	-0.009853956147388421;0.00985396732149331	1.3223658912622046e-14;1.7397195567966867e-13	0.00029470970792422335;0.00029469088350240775	0.168;0.832	0.154;0.846	False	True	False	2	2	17377588-17377930;17377565-17377930	
AT5G10190	AT5G10190:s:3199870-3200615	s|1e1.1o2|1e1.2o2	0.004567569259460903;-0.004567526457469767	7.997099414634465e-05;7.997088789138594e-05	0.00015098607235047856;0.0001509889610664672	0.868;0.132	0.877;0.123	False	True	False	2	2	3200615-3200708;3200615-3200722	
AT1G10430	AT1G10430:s:3430185-3430633	s|1e1.1o1|2e1.1o1	-0.04712755300006546;0.047127580398881486	2.481982628991607e-05;2.482046459049799e-05	7.731013014289356e-05;7.730308663350949e-05	0.091;0.909	0.033;0.967	True	False	False	2	2	3429828-3430189;3429828-3430185	
AT4G11100	AT4G11100:t:6769006-6769588	t|1e1.1o1|1e2.1o1	-0.00040282921945788644;0.00040284057819621054	1.6574979226811436e-08;1.6010611533629227e-08	0.002037596482176718;0.002037566169150129	0.974;0.026	0.973;0.027	False	False	True	2	3	6768699-6769006;6768871-6769006	
AT5G16660	AT5G16660:s:5466415-5466553	s|1e1.1o1|2e1.1o1	7.771559702176269e-16;5.326650767497217e-14	6.097720061512472e-21;6.09772006150623e-21	0.9999999997576716;0.9999987386628049	0.006;0.994	0.000;1.000	True	False	False	2	2	5466335-5466421;5466335-5466415	
AT5G02940	AT5G02940:t:688895-688950	t|1e1.1o1|1e2.1o1	-0.18346021570421586;0.18346024579900586	0.39527780076379215;0.3952778772406839	2.579093122623277e-06;2.57889269321843e-06	0.920;0.080	0.727;0.273	False	False	True	2	3	688950-689589;688950-689052	
AT2G02410	AT2G02410:s:633400-633524	s|1e1.1o2|1e1.2o2	-0.014362498236064804;0.014362535212086181	0.00015697361888230055;0.00015697324391442517	0.00010349367850448488;0.00010348717408097119	0.245;0.755	0.216;0.784	False	True	False	2	2	633524-633617;633524-633628	
AT5G66250	AT5G66250:s:26468533-26468711	s|1e1.1o2|1e1.2o2|i	-0.11497737922817564;-0.12390017046685345;0.24680375571444563	0.06156357708498819;0.024805217360010522;0.7977804322252479	0.00013612266620854907;6.0260315004279086e-05;9.74299914436316e-06	0.228;0.160;0.612	0.103;0.035;0.863	False	True	False	2	2	26468711-26469044;26468711-26469049	26468711-26469049
AT4G03280	AT4G03280:s:1440438-1440688	s|1e1.1o1|i	-0.0050064113597195125;0.00500641441916213	8.391216006868755e-21;8.064800442089138e-21	0.47264408329589824;0.47264385521557045	0.831;0.169	0.816;0.184	False	False	False	1	2	1440688-1441131	1440688-1441131
AT1G09440	AT1G09440:s:3046436-3046558	s|1e1.1o1|i	-0.49962578518689676;0.49962585688945027	0.9999999956739163;0.9999999957866549	3.530509218307998e-14;3.488978638051075e-14	0.581;0.419	0.093;0.907	False	False	False	1	2	3046355-3046436	3046355-3046436
AT4G26650	AT4G26650:s:13446377-13447481	s|1e1.1o1|1e2.1o1	-0.009557073404510799;0.009557087618582358	8.026268915274604e-21;7.800389448298295e-21	0.4583058245218925;0.4583470805477386	0.047;0.953	0.027;0.973	False	False	True	2	3	13447481-13447561;13447481-13447579	
AT3G28080	AT3G28080:s:10454696-10454844	s|1e1.1o1|i	-0.015026881495437915;0.015026893252466984	9.040862439797663e-06;9.040549293291575e-06	0.0011324284456829536;0.0011323800991934752	0.626;0.374	0.612;0.388	False	False	False	1	2	10454844-10454930	10454844-10454930
AT2G47940	AT2G47940:s:19620441-19620507	s|1e1.1o2|1e1.2o2	-0.005914442002820356;0.005914458798204482	7.424339721274846e-21;7.28454442247442e-21	0.267325074318135;0.2672842601678118	0.044;0.956	0.032;0.968	False	True	False	2	2	19620273-19620441;19620266-19620441	
AT1G35340	AT1G35340:s:12979228-12979405	s|1e1.1o1|i	-0.022086597719333117;0.022086608328971677	4.058332324498167e-09;4.057372425792641e-09	0.002002932915356692;0.0020028076668063104	0.678;0.322	0.649;0.351	False	False	False	1	2	12979405-12979589	12979405-12979589
AT1G03550	AT1G03550:t:886696-886863	t|1e1.2o2|2e2.1o1	0.03853142704536558;-0.038531405787959966	0.0025769663432127507;0.002576962781040881	4.37507900783729e-05;4.375408923995572e-05	0.159;0.841	0.229;0.771	False	True	True	2	3	886863-886992;886789-886878	
AT3G14415	AT3G14415:s:4820191-4820291	s|1e1.1o1|i	-0.00031762455518351187;0.0003176339161708244	1.682510585291331e-20;1.6353499167515784e-20	0.0008579419891628359;0.0008579525038222569	0.624;0.376	0.636;0.364	False	False	False	1	2	4820291-4820379	4820291-4820379
AT2G23390	AT2G23390:s:9961352-9961404	s|1e1.1o1|i	-0.03730585072767774;0.03730584536797632	3.8144225116581185e-05;3.814377513600146e-05	0.0006576030699529944;0.0006575574420533759	0.647;0.353	0.610;0.390	False	False	False	1	2	9961185-9961352	9961185-9961352
AT5G24670	AT5G24670:s:8449190-8449276	s|1e1.1o2|1e1.2o2|2e1.2o2	-4.946956983654573e-09;-0.07686443245703656;0.08000796173596278	6.097719473291839e-21;0.018513724494864502;0.021160977801933538	0.9030820974798327;1.8976976182472072e-05;1.7741141990117924e-05	0.006;0.652;0.342	0.003;0.563;0.434	True	True	False	3	2	8449266-8449336;8449266-8449348;8449276-8449348	
AT4G20260	AT4G20260:s:10942032-10942121	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.000;1.000	0.000;1.000	False	True	False	2	2	10942121-10942210;10942121-10942213	
AT1G79560	AT1G79560:s:29929989-29930101	s|1e1.1o1|i	-0.24667725406973878;0.24667727434164982	0.8102874733827455;0.8102874799965836	6.053404424721798e-06;6.052842709809593e-06	0.625;0.375	0.379;0.621	False	False	False	1	2	29930101-29930201	29930101-29930201
AT3G21260	AT3G21260:t:7464730-7464905	t|1e1.1o1|1e2.1o1	0.18397640057965084;-0.18397639557049278	0.40118022671109466;0.4011801176989799	4.011374592588623e-06;4.011677721238449e-06	0.767;0.233	0.987;0.013	False	False	True	2	3	7464860-7465324;7464860-7465019	
AT2G40270	AT2G40270:s:16824068-16824137	s|1e1.1o2|1e1.2o2	-0.009351481679197674;0.009351506462167244	4.7023258415996365e-06;4.702550597195739e-06	0.00021937859974519025;0.00021936496114391413	0.932;0.068	0.910;0.090	False	True	False	2	2	16823715-16824068;16823694-16824068	
AT1G22700	AT1G22700:s:8028687-8028833	s|1e1.1o1|i	-0.009209029137285607;0.0092090439122152	1.2904480450651204e-06;1.2904346670117458e-06	0.0013321275058000293;0.0013320991055375576	0.629;0.371	0.626;0.374	False	False	False	1	2	8028607-8028687	8028607-8028687
AT4G10430	AT4G10430:s:6455101-6455241	s|1e1.1o1|i	1.6390894624453e-10;-2.0116088564487858e-10	6.04488576373368e-21;6.044885759324106e-21	0.5706462189763772;0.5555951950502256	0.004;0.996	0.004;0.996	False	False	False	1	2	6454927-6455101	6454927-6455101
AT2G20650	AT2G20650:s:8903903-8904172	s|1e1.1o1|2e1.1o1	0.15803362908345114;-0.1580336031285679	0.29321318833909066;0.2932130586394958	7.802197713069824e-06;7.802734250383914e-06	0.387;0.613	0.565;0.435	True	False	False	2	2	8903815-8903907;8903815-8903903	
AT3G18080	AT3G18080:s:6193548-6193650	s|1e1.1o1|i	-0.016818320331817384;0.016818327293868816	7.705689599661036e-11;6.851808011272449e-11	0.0013488375438575062;0.001348759998908917	0.645;0.355	0.630;0.370	False	False	False	1	2	6193650-6193765	6193650-6193765
AT1G17840	AT1G17840:s:6145337-6145444	s|1e1.1o1|i	-0.058298492551994166;0.058298479762332614	0.006256744670593995;0.006256736591771137	0.0003205184841178488;0.00032049713973280854	0.640;0.360	0.586;0.414	False	False	False	1	2	6145444-6145544	6145444-6145544
AT3G55630	AT3G55630:s:20638806-20638886	s|1e1.1o1|2e1.1o1|i	-0.051314709436490184;7.77155982729795e-16;0.046933783509252536	8.670482143091836e-05;6.0448857830544e-21;4.861800761168935e-05	0.0004358753915637559;0.9999999926460882;0.0005232604275601696	0.602;0.007;0.392	0.535;0.011;0.454	True	False	False	2	2	20638884-20638969;20638886-20638969	20638886-20638969
AT5G60170	AT5G60170:s:24229112-24229195	s|1e1.1o2|1e1.2o2	0.17337234756304123;-0.17337238129239335	0.29344174238055126;0.29344188389283915	1.227968538457855e-06;1.2280639372086455e-06	0.018;0.982	0.208;0.792	False	True	False	2	2	24229195-24229276;24229195-24229302	
AT3G20650	AT3G20650:s:7222120-7222184	s|1e1.1o2|1e1.2o2	7.09576931401714e-05;-7.095733678182867e-05	4.213791819100399e-10;6.121154624817339e-21	0.003604205583226619;0.0036039389607972483	0.994;0.006	0.995;0.005	False	True	False	2	2	7222023-7222120;7222020-7222120	
AT4G31000	AT4G31000:t:15103841-15103960	t|1e1.1o1|2e2.1o1	0.0007959647586007079;-0.0007959587363774734	1.2510779781213042e-05;1.2510428381183657e-05	0.00031743329402175724;0.00031744660626997767	0.011;0.989	0.016;0.984	False	True	True	2	3	15103499-15103841;15103801-15103902	
AT4G21540	AT4G21540:s:11461548-11461811	s|1e1.1o2|1e1.2o2	0.0008896236703359914;-0.0008895948407757553	7.085017257382658e-08;7.046450062323612e-08	0.000542361733727903;0.0005423656286003276	0.928;0.072	0.930;0.070	False	True	False	2	2	11461811-11461914;11461811-11461951	
AT1G75380	AT1G75380:s:28283882-28284045	s|1e1.1o2|1e1.2o2	-0.0013838423227754476;0.0013838438163943437	5.924786959233909e-21;5.902484674475871e-21	0.0073909689525915034;0.007390279101943372	0.927;0.073	0.921;0.079	False	True	False	2	2	28283639-28283882;28283635-28283882	
AT2G46800	AT2G46800:s:19237434-19237582	s|1e1.1o1|1e2.1o1	-0.014295308515696967;0.01429534709096497	3.0753154477311404e-05;3.075312815828846e-05	0.00015438313976401385;0.00015437225502214907	0.871;0.129	0.844;0.156	False	False	True	2	3	19237582-19237969;19237582-19238128	
AT1G27370	AT1G27370:s:9506333-9507051	s|1e1.1o2|1e1.2o2	-0.03758314911207887;0.0375831643347656	5.82336085057892e-07;5.820199021622362e-07	0.00019291357324979774;0.00019289902053840367	0.967;0.033	0.921;0.079	False	True	False	2	2	9506203-9506333;9506186-9506333	
AT5G42400	AT5G42400:s:16958586-16958936	s|1e1.1o2|1e1.2o2	0.17986911267017522;-0.17986915342761567	0.44377590491302277;0.443776007318464	1.2290263163666076e-05;1.2291112712947694e-05	0.684;0.316	0.917;0.083	False	True	False	2	2	16958480-16958586;16958469-16958586	
AT5G22050	AT5G22050:s:7302902-7303240	s|1e1.1o1|i	7.77155982729795e-16;-5.377084488523517e-11	6.0448857830544e-21;6.0448857766435285e-21	0.9999999926460882;0.6858715362785852	0.001;0.999	0.001;0.999	False	False	False	1	2	7303240-7303261	7303240-7303261
AT1G70900	AT1G70900:s:26731813-26731959	s|1e1.1o2|1e1.2o2	0.0034645986479432487;-0.003464553938151872	1.7465536926817156e-09;1.8560617320007205e-09	0.0015930022840305313;0.0015930353172266543	0.098;0.902	0.102;0.898	False	True	False	2	2	26731959-26732382;26731959-26732385	
AT2G43560	AT2G43560:s:18074820-18075081	s|1e1.1o1|2e1.1o1	-0.008569804852858456;0.008569834409330032	6.027427163188103e-20;6.951788839709581e-21	0.0004967915796435518;0.0004967522696377596	0.889;0.111	0.869;0.131	True	False	False	2	2	18074731-18074825;18074731-18074820	
AT4G02120	AT4G02120:t:942474-942543	t|1e1.1o1|1e2.1o1|i	0.0015553326357601498;-0.1326123590178213;0.10000812685802696	6.499027868649602e-21;0.11703883738191226;0.04637607097935262	0.474439490476605;0.00010070765093184164;0.00017477231271928164	0.013;0.484;0.503	0.037;0.341;0.621	False	False	True	2	3	942265-942474;942386-942474	942386-942474
AT5G18280	AT5G18280:t:6052911-6053039	t|1e1.1o1|1e2.1o1	7.607117510746214e-09;-7.762915640792102e-09	6.097721402736632e-21;6.09772005835765e-21	0.8289281290186672;0.8346466463453287	0.998;0.002	0.998;0.002	False	False	True	2	3	6053039-6053703;6053039-6053200	
AT4G24690	AT4G24690:s:12743223-12743372	s|1e1.1o1|i	-0.006419697823894364;0.0064197147094689705	8.455034798739397e-15;1.0658166757332281e-14	0.007811794079345624;0.007811461813338069	0.630;0.370	0.620;0.380	False	False	False	1	2	12743372-12743465	12743372-12743465
AT2G24650	AT2G24650:s:10485575-10486081	s|1e1.1o1|2e1.1o1	1.74911444658153e-05;-1.7490687764271817e-05	7.128001380955108e-11;6.117829522678056e-21	0.005437307707459815;0.005436697719617745	0.994;0.006	0.995;0.005	True	False	False	2	2	10485533-10485632;10485533-10485575	
AT3G43740	AT3G43740:s:15644750-15644893	s|1e1.1o1|i	-0.0441784031102032;0.04417841409426326	0.00035531866691572585;0.0003553183501858958	0.000416891555329979;0.0004168573670738331	0.646;0.354	0.591;0.409	False	False	False	1	2	15644893-15645036	15644893-15645036
AT4G27800	AT4G27800:s:13852383-13852415	s|1e1.1o1|1e2.1o2|i	-0.03878062430179801;2.628300326328157e-06;0.014354373379194187	0.0007852731432644337;6.045652219462249e-21;7.524520552409408e-05	0.0003288012442366206;0.47500729303845896;0.0004239770128844911	0.526;0.004;0.470	0.489;0.028;0.480	False	False	True	2	3	13852298-13852383;13852133-13852383	13852133-13852383
AT3G44280	AT3G44280:t:15968593-15968930	t|1e1.1o1|1e2.1o1	-0.008651522709290402;0.008651557891671557	4.109220228312431e-18;7.619136938431116e-21	0.1096873536578481;0.10967965263734597	0.985;0.015	0.954;0.046	False	False	True	2	3	15968930-15970377;15968930-15969028	
AT2G40490	AT2G40490:s:16913533-16913657	s|1e1.1o1|i	-0.014204387369352645;0.014204403219814185	1.911497876307264e-08;1.9114883234680303e-08	0.001932701132016601;0.0019325812168533747	0.637;0.363	0.619;0.381	False	False	False	1	2	16913657-16913759	16913657-16913759
AT4G36130	AT4G36130:s:17097565-17098052	s|1e1.1o1|i	-0.0006642535861387162;0.0006642653872543881	1.5987843650780408e-11;1.6017815372628292e-11	0.001338947189565065;0.0013389496964709147	0.702;0.298	0.695;0.305	False	False	False	1	2	17098052-17098320	17098052-17098320
AT1G66970	AT1G66970:s:24993695-24993837	s|1e1.1o1|i	0.018397147368643993;-0.018397133223045883	6.203470764866248e-07;6.198022328185229e-07	0.0009143775294031837;0.0009144044492989112	0.624;0.376	0.645;0.355	False	False	False	1	2	24993619-24993695	24993619-24993695
AT5G50850	AT5G50850:s:20692506-20692630	s|1e1.1o1|i	-0.07614021934833246;0.07614022789889319	9.574677641146294e-05;9.574739613582575e-05	0.00013971711007798593;0.00013970755026765616	0.613;0.387	0.534;0.466	False	False	False	1	2	20692630-20692728	20692630-20692728
AT3G58120	AT3G58120:s:21521966-21522092	s|1e1.1o1|i	-0.016083301203601595;0.01608334000864741	1.446941195033963e-06;1.4467584673694741e-06	0.0016353719891203378;0.0016352610952375599	0.786;0.214	0.760;0.240	False	False	False	1	2	21521437-21521966	21521437-21521966
AT3G58610	AT3G58610:s:21672750-21672977	s|1e1.1o1|i	-0.009095967483879312;0.009095994498486252	1.2578729497546926e-20;1.2063256212798502e-20	0.009829087609094733;0.009828719939080702	0.628;0.372	0.617;0.383	False	False	False	1	2	21672977-21673082	21672977-21673082
