gene_name	gene_id	seqid	start	end
AT5G22870	AT5G22870	5	7647056	7647679
AT5G22875	AT5G22875	5	7650633	7650710
H2B	AT5G22880	5	7651957	7652622
AT5G22890	AT5G22890	5	7653257	7654724
CHX3	AT5G22900	5	7657224	7657490
CHX9	AT5G22910	5	7663581	7663829
AT5G22920	AT5G22920	5	7664991	7665219
AT5G22930	AT5G22930	5	7669262	7669315
F8H	AT5G22940	5	7676938	7677506
VPS24-1	AT5G22950	5	7681305	7681491
SCPL54	AT5G22960	5	7684795	7685052
AT5G22970	AT5G22970	5	7686253	7686779
SCPL47	AT5G22980	5	7688084	7688418
AT5G22990	AT5G22990	5	7691494	7692468
RAX1	AT5G23000	5	7696135	7696369
MAM1	AT5G23010	5	7703092	7703616
MAM3	AT5G23020	5	7718121	7718646
AT5G23027	AT5G23027	5	7725573	7725728
TET12	AT5G23030	5	7726788	7727310
AT5G23035	AT5G23035	5	7728407	7728455
CPP1	AT5G23040	5	7730866	7731036
AAE17	AT5G23050	5	7735149	7735439
CAS	AT5G23060	5	7738197	7738535
MIR162B	AT5G23065	5	7740610	7740697
AT5G23070	AT5G23070	5	7741898	7742978
TGH	AT5G23080	5	7748755	7748933
DR1	AT5G23090	5	7749157	7749277
AT5G23100	AT5G23100	5	7753434	7754759
AT5G23110	AT5G23110	5	7758307	7758635
HCF136	AT5G23120	5	7778121	7778484
AT5G23130	AT5G23130	5	7781196	7781744
CLPP2	AT5G23140	5	7783738	7784117
HUA2	AT5G23150	5	7785835	7786283
AT5G23155	AT5G23155	5	7794142	7794188
AT5G23160	AT5G23160	5	7795966	7796346
AT5G23170	AT5G23170	5	7798197	7799448
AT5G23180	AT5G23180	5	7801474	7801890
CYP86B1	AT5G23190	5	7804403	7805815
AT5G23200	AT5G23200	5	7807183	7807348
SCPL34	AT5G23210	5	7810683	7811198
AT5G23212	AT5G23212	5	7815810	7815882
NIC3	AT5G23220	5	7819816	7820676
NIC2	AT5G23230	5	7825882	7826611
AT5G23235	AT5G23235	5	7826028	7828724
AT5G23240	AT5G23240	5	7828202	7828724
AT5G23250	AT5G23250	5	7830360	7830696
TT16	AT5G23260	5	7836442	7836629
STP11	AT5G23270	5	7838906	7839267
TCP7	AT5G23280	5	7842971	7844275
PFD5	AT5G23290	5	7846081	7846327
PYRD	AT5G23300	5	7850094	7850404
FSD3	AT5G23310	5	7850523	7850710
ICMTA	AT5G23320	5	7853368	7853961
RIBF1	AT5G23330	5	7854129	7854390
AT5G23340	AT5G23340	5	7856189	7856641
AT5G23350	AT5G23350	5	7858253	7859387
AT5G23360	AT5G23360	5	7861740	7862697
AT5G23370	AT5G23370	5	7863331	7864271
AT5G23380	AT5G23380	5	7866742	7866822
AT5G23390	AT5G23390	5	7874075	7874505
MIA40	AT5G23395	5	7875962	7876427
AT5G23400	AT5G23400	5	7880335	7882634
HMGB12	AT5G23405	5	7884200	7884353
AT5G23410	AT5G23410	5	7886369	7886785
AT5G23411	AT5G23411	5	7886644	7886790
AT5G23413	AT5G23413	5	7887661	7887685
HMGB7	AT5G23420	5	7889990	7890180
AT5G23430	AT5G23430	5	7900086	7900387
FTRA1	AT5G23440	5	7903045	7903845
LCBK1	AT5G23450	5	7909354	7909549
AT5G23460	AT5G23460	5	7912769	7913505
AT5G23470	AT5G23470	5	7913861	7914769
AT5G23480	AT5G23480	5	7916314	7916914
AT5G23490	AT5G23490	5	7919438	7919983
AT5G23510	AT5G23510	5	7927222	7927377
AT5G23520	AT5G23520	5	7931635	7931793
CXE18	AT5G23530	5	7932966	7934436
AT5G23535	AT5G23535	5	7935401	7935546
RPN11	AT5G23540	5	7937669	7937901
AT5G23550	AT5G23550	5	7941336	7941628
SGS3	AT5G23570	5	7943124	7943205
AT5G23575	AT5G23575	5	7946310	7946787
CPK12	AT5G23580	5	7951905	7952532
AT5G23590	AT5G23590	5	7955414	7955640
AT5G23600	AT5G23600	5	7955994	7956632
AT5G23610	AT5G23610	5	7959922	7960272
PDR2	AT5G23630	5	7967849	7967946
AT5G23640	AT5G23640	5	7968459	7968502
AT5G23650	AT5G23650	5	7969812	7970194
SWEET12	AT5G23660	5	7973745	7973925
AT5G23665	AT5G23665	5	7981398	7981469
LCB2A	AT5G23670	5	7981641	7982014
AT5G23680	AT5G23680	5	7985354	7986851
AT5G23690	AT5G23690	5	7987540	7987741
AT5G23700	AT5G23700	5	7992788	7993171
AT5G23710	AT5G23710	5	7997385	7997479
PHS1	AT5G23720	5	7998230	7998350
RUP2	AT5G23730	5	8005234	8006630
RPS11C	AT5G23740	5	8009319	8009436
AT5G23750	AT5G23750	5	8011252	8011619
AT5G23760	AT5G23760	5	8014121	8014228
DUF8	AT5G23770	5	8016248	8016312
DUF9	AT5G23780	5	8018553	8019026
GOLS5	AT5G23790	5	8021274	8021597
ATDUF10	AT5G23800	5	8024228	8024689
AAP7	AT5G23810	5	8028378	8028542
AT5G23820	AT5G23820	5	8031268	8031482
AT5G23830	AT5G23830	5	8033738	8033898
AT5G23840	AT5G23840	5	8035767	8035970
AT5G23850	AT5G23850	5	8038052	8038314
TUBB8	AT5G23860	5	8042876	8043355
PAE9	AT5G23870	5	8049855	8050175
CPSF100	AT5G23880	5	8052504	8052698
AT5G23890	AT5G23890	5	8058689	8059068
RPL13D	AT5G23900	5	8065484	8065523
AT5G23903	AT5G23903	5	8066419	8066482
AT5G23908	AT5G23908	5	8068071	8068280
AT5G23910	AT5G23910	5	8068452	8068600
AT5G23920	AT5G23920	5	8073815	8074170
AT5G23930	AT5G23930	5	8074625	8075998
DCR	AT5G23940	5	8079222	8079793
AT5G23950	AT5G23950	5	8082744	8083604
AT5G23955	AT5G23955	5	8085082	8090422
TPS21	AT5G23960	5	8092969	8093055
AT5G23970	AT5G23970	5	8096290	8097660
FRO4	AT5G23980	5	8101129	8101323
AT5G23989	AT5G23989	5	8105233	8105325
ATFRO5	AT5G23990	5	8108469	8108590
AT5G24000	AT5G24000	5	8112424	8112710
AT5G24010	AT5G24010	5	8113795	8116615
MIND1	AT5G24020	5	8116680	8118030
SLAH3	AT5G24030	5	8122628	8122784
AT5G24040	AT5G24040	5	8127083	8127336
AT5G24050	AT5G24050	5	8128353	8129402
AT5G24060	AT5G24060	5	8133230	8133301
AT5G24065	AT5G24065	5	8133460	8134077
PER61	AT5G24070	5	8135746	8135991
AT5G24080	AT5G24080	5	8140606	8141122
CHIB1	AT5G24090	5	8144848	8145252
AT5G24100	AT5G24100	5	8148616	8148858
AGP41	AT5G24105	5	8151924	8152214
WRKY30	AT5G24110	5	8154371	8154709
SIGE	AT5G24120	5	8160175	8160229
AT5G24130	AT5G24130	5	8162213	8162491
SQE4	AT5G24140	5	8167478	8167673
SQE5	AT5G24150	5	8175198	8175431
AT5G24155	AT5G24155	5	8180813	8181027
SQE6	AT5G24160	5	8186404	8186640
AT5G24165	AT5G24165	5	8188560	8188673
AT5G24170	AT5G24170	5	8191248	8191392
AT5G24180	AT5G24180	5	8195600	8195706
AT5G24190	AT5G24190	5	8199757	8200101
AT5G24200	AT5G24200	5	8203003	8203134
AT5G24205	AT5G24205	5	8212914	8213086
AT5G24206	AT5G24206	5	8214387	8214689
AT5G24210	AT5G24210	5	8217335	8217418
AT5G24220	AT5G24220	5	8225861	8225973
AT5G24230	AT5G24230	5	8228892	8228974
PI4KG3	AT5G24240	5	8233961	8234150
AT5G24250	AT5G24250	5	8234581	8234652
AT5G24260	AT5G24260	5	8238160	8238244
CBL4	AT5G24270	5	8240325	8240366
GMI1	AT5G24280	5	8262126	8262154
MEB2	AT5G24290	5	8265390	8265741
SS1	AT5G24300	5	8266798	8267189
ABIL3	AT5G24310	5	8273546	8273842
AT5G24313	AT5G24313	5	8276785	8277402
PDE225	AT5G24314	5	8277740	8277791
AT5G24316	AT5G24316	5	8279860	8279964
AT5G24318	AT5G24318	5	8283884	8284001
AT5G24320	AT5G24320	5	8288008	8288039
ATXR6	AT5G24330	5	8296739	8297068
AT5G24340	AT5G24340	5	8297305	8297696
MIP2	AT5G24350	5	8301105	8301310
AT5G24352	AT5G24352	5	8311052	8311123
AT5G24355	AT5G24355	5	8314905	8315246
IRE1B	AT5G24360	5	8316443	8316757
AT5G24370	AT5G24370	5	8320969	8321544
YSL2	AT5G24380	5	8323895	8324610
AT5G24390	AT5G24390	5	8329099	8329490
EMB2024	AT5G24400	5	8331402	8331837
PGL4	AT5G24410	5	8333815	8334066
PGL5	AT5G24420	5	8337728	8338008
CRK4	AT5G24430	5	8342371	8343102
CID13	AT5G24440	5	8347444	8347776
AT5G24450	AT5G24450	5	8348242	8348382
AT5G24460	AT5G24460	5	8354699	8355874
APRR5	AT5G24470	5	8358321	8358873
AT5G24480	AT5G24480	5	8364552	8365036
AT5G24490	AT5G24490	5	8365601	8365965
AT5G24500	AT5G24500	5	8367870	8368736
AT5G24510	AT5G24510	5	8369798	8369866
TTG1	AT5G24520	5	8371707	8372847
DMR6	AT5G24530	5	8378833	8379161
BGLU31	AT5G24540	5	8387875	8388027
BGLU32	AT5G24550	5	8395150	8395302
AT5G24557	AT5G24557	5	8401543	8401897
PP2B12	AT5G24560	5	8402205	8402453
AT5G24570	AT5G24570	5	8405681	8406132
AT5G24580	AT5G24580	5	8412067	8412240
AT5G24593	AT5G24593	5	8419767	8420018
AT5G24600	AT5G24600	5	8423181	8423480
AT5G24610	AT5G24610	5	8428078	8428152
AT5G24620	AT5G24620	5	8430768	8431675
BIN4	AT5G24630	5	8435860	8436170
AT5G24640	AT5G24640	5	8436376	8436862
AT5G24650	AT5G24650	5	8437085	8437410
LSU4	AT5G24655	5	8440694	8441218
LSU2	AT5G24660	5	8443279	8443834
AT5G24670	AT5G24670	5	8448097	8448345
AT5G24680	AT5G24680	5	8453602	8453721
AT5G24690	AT5G24690	5	8458169	8458751
AT5G24710	AT5G24710	5	8467789	8468173
AT5G24735	AT5G24735	5	8469020	8469262
AT5G24740	AT5G24740	5	8489598	8489703
AT5G24750	AT5G24750	5	8494456	8494587
AT5G24760	AT5G24760	5	8497194	8497405
VSP2	AT5G24770	5	8501435	8502224
AT5G24775	AT5G24775	5	8503317	8506432
VSP1	AT5G24780	5	8508465	8508957
AT5G24790	AT5G24790	5	8512042	8512243
BZIP9	AT5G24800	5	8515200	8515372
AT5G24810	AT5G24810	5	8522572	8522767
AT5G24820	AT5G24820	5	8523406	8524202
MIR169B	AT5G24825	5	8527469	8527649
AT5G24830	AT5G24830	5	8530978	8531231
AT5G24840	AT5G24840	5	8534980	8535043
CRY3	AT5G24850	5	8537740	8538107
FPF1	AT5G24860	5	8541778	8542449
AT5G24870	AT5G24870	5	8547512	8547789
AT5G24879	AT5G24879	5	8552491	8552604
AT5G24880	AT5G24880	5	8552743	8554074
AT5G24890	AT5G24890	5	8558850	8559406
CYP714A2	AT5G24900	5	8566480	8566812
CYP714A1	AT5G24910	5	8569957	8570358
AT5G24915	AT5G24915	5	8571956	8577856
GDU5	AT5G24920	5	8584665	8585275
ATCOL4	AT5G24930	5	8589234	8590200
AT5G24940	AT5G24940	5	8593522	8593601
CYP71A15	AT5G24950	5	8597378	8597761
CYP71A14	AT5G24960	5	8602808	8603194
AT5G24970	AT5G24970	5	8608606	8608842
AT5G24980	AT5G24980	5	8609081	8609214
AT5G24990	AT5G24990	5	8610537	8611694
AT5G25000	AT5G25000	5	8613966	8614331
AT5G25010	AT5G25010	5	8616009	8616869
AT5G25020	AT5G25020	5	8618567	8618971
AT5G25030	AT5G25030	5	8620841	8620991
AT5G25040	AT5G25040	5	8621954	8622551
AT5G25045	AT5G25045	5	8624714	8629137
AT5G25050	AT5G25050	5	8631680	8632385
AT5G25060	AT5G25060	5	8639910	8640217
AT5G25070	AT5G25070	5	8640998	8643491
AT5G25080	AT5G25080	5	8643672	8644004
ENODL13	AT5G25090	5	8647575	8647817
TMN9	AT5G25100	5	8650896	8651137
AT5G25102	AT5G25102	5	8652879	8653046
CIPK25	AT5G25110	5	8657626	8659322
CYP71B11	AT5G25120	5	8662099	8662238
CYP71B12	AT5G25130	5	8668299	8668358
CYP71B13	AT5G25140	5	8672424	8672539
TAF5	AT5G25150	5	8677091	8677292
ZFP3	AT5G25160	5	8687457	8688415
AT5G25170	AT5G25170	5	8693137	8693398
CYP71B14	AT5G25180	5	8697044	8697108
ERF003	AT5G25190	5	8707573	8707748
AT5G25200	AT5G25200	5	8716766	8717869
AT5G25205	AT5G25205	5	8718571	8723552
AT5G25210	AT5G25210	5	8723958	8724355
KNAT3	AT5G25220	5	8736074	8736888
AT5G25230	AT5G25230	5	8739709	8740407
AT5G25240	AT5G25240	5	8746605	8747197
FLOT1	AT5G25250	5	8749727	8750134
FLOT2	AT5G25260	5	8752684	8753111
AT5G25265	AT5G25265	5	8756439	8756948
AT5G25270	AT5G25270	5	8762625	8762757
AT5G25280	AT5G25280	5	8773789	8775487
AT5G25290	AT5G25290	5	8778592	8779785
AT5G25300	AT5G25300	5	8780258	8780324
AT5G25305	AT5G25305	5	8783287	8783837
AT5G25310	AT5G25310	5	8784820	8785080
ACR2	AT5G25320	5	8789460	8789530
AT5G25330	AT5G25330	5	8791513	8792813
AT5G25340	AT5G25340	5	8793018	8793331
EBF2	AT5G25350	5	8796858	8797020
AT5G25360	AT5G25360	5	8802490	8802648
PLDZETA	AT5G25370	5	8807452	8807547
CYCA2	AT5G25380	5	8815230	8815520
SHN3	AT5G25390	5	8820502	8820716
AT5G25400	AT5G25400	5	8823283	8824332
AT5G25410	AT5G25410	5	8831670	8831799
AT5G25415	AT5G25415	5	8834206	8834345
NAT9	AT5G25420	5	8841619	8841775
AT5G25422	AT5G25422	5	8845103	8845204
AT5G25425	AT5G25425	5	8848549	8848552
BOR6	AT5G25430	5	8851251	8851360
AT5G25440	AT5G25440	5	8856665	8856758
QCR7-2	AT5G25450	5	8856997	8857129
AT5G25451	AT5G25451	5	8858853	8858951
AT5G25460	AT5G25460	5	8863363	8863514
AT5G25470	AT5G25470	5	8867584	8867637
AT5G25475	AT5G25475	5	8869391	8869652
DNMT2	AT5G25480	5	8872119	8872262
AT5G25490	AT5G25490	5	8876486	8876536
AT5G25500	AT5G25500	5	8880863	8882542
B'IOTA	AT5G25510	5	8884543	8884834
AT5G25520	AT5G25520	5	8885088	8885245
AT5G25530	AT5G25530	5	8890786	8890954
CID6	AT5G25540	5	8892848	8892990
LRX7	AT5G25550	5	8894179	8895480
AT5G25560	AT5G25560	5	8897871	8898022
AT5G25570	AT5G25570	5	8901741	8901925
AT5G25580	AT5G25580	5	8903505	8903735
AT5G25585	AT5G25585	5	8906416	8906499
AT5G25590	AT5G25590	5	8908734	8909920
AT5G25600	AT5G25600	5	8913488	8914055
RD22	AT5G25610	5	8916640	8916800
AT5G25615	AT5G25615	5	8929177	8933835
YUC6	AT5G25620	5	8937535	8938666
AT5G25625	AT5G25625	5	8946824	8946896
AT5G25630	AT5G25630	5	8947371	8947497
AT5G25640	AT5G25640	5	8950140	8950331
AT5G25750	AT5G25750	5	8950884	8950950
ATRBL11	AT5G25752	5	8953143	8953396
AT5G25754	AT5G25754	5	8953451	8953917
AT5G25757	AT5G25757	5	8967107	8967504
PEX4	AT5G25760	5	8967655	8967718
AT5G25770	AT5G25770	5	8971911	8972125
EIF3B-2	AT5G25780	5	8976646	8976869
TCX7	AT5G25790	5	8978973	8979259
SDN5	AT5G25800	5	8982614	8982873
TINY	AT5G25810	5	8986771	8987787
AT5G25820	AT5G25820	5	9000133	9000329
GATA12	AT5G25830	5	9005281	9005502
AT5G25840	AT5G25840	5	9010724	9011498
AT5G25850	AT5G25850	5	9014082	9015002
AT5G25860	AT5G25860	5	9017468	9018424
AT5G25870	AT5G25870	5	9020028	9020321
NADP-ME3	AT5G25880	5	9024549	9024691
IAA28	AT5G25890	5	9033415	9033607
KO	AT5G25900	5	9036018	9036208
AtRLP52	AT5G25910	5	9038860	9040132
AT5G25920	AT5G25920	5	9045982	9046528
AT5G25930	AT5G25930	5	9050794	9053478
AT5G25940	AT5G25940	5	9055046	9055251
AT5G25950	AT5G25950	5	9059681	9059963
AT5G25955	AT5G25955	5	9061651	9062419
AT5G25960	AT5G25960	5	9064889	9065011
AT5G25970	AT5G25970	5	9066377	9066407
TGG2	AT5G25980	5	9072727	9072936
AT5G25990	AT5G25990	5	9077254	9077379
TGG1	AT5G26000	5	9082177	9082384
AT5G26010	AT5G26010	5	9087181	9087372
AT5G26015	AT5G26015	5	9088340	9088809
AT5G26020	AT5G26020	5	9094857	9094877
HEM15	AT5G26030	5	9096460	9096742
MIR860A	AT5G26038	5	9098791	9098916
HDA2	AT5G26040	5	9101324	9101636
AT5G26050	AT5G26050	5	9103179	9104100
AT5G26060	AT5G26060	5	9104847	9105524
AT5G26070	AT5G26070	5	9106341	9106649
AT5G26080	AT5G26080	5	9107997	9108422
AT5G26090	AT5G26090	5	9113040	9113235
AT5G26100	AT5G26100	5	9117290	9117817
AT5G26110	AT5G26110	5	9119597	9119826
AT5G26114	AT5G26114	5	9120688	9120960
ASD2	AT5G26120	5	9125920	9125967
AT5G26130	AT5G26130	5	9128110	9128610
LOG9	AT5G26140	5	9130796	9130807
AT5G26146	AT5G26146	5	9135913	9136002
MIR156F	AT5G26147	5	9136126	9136215
AT5G26150	AT5G26150	5	9139925	9140099
AT5G26160	AT5G26160	5	9142865	9143049
WRKY50	AT5G26170	5	9147870	9148128
AT5G26180	AT5G26180	5	9149227	9149691
AT5G26190	AT5G26190	5	9153628	9155298
AT5G26200	AT5G26200	5	9157142	9158404
AL4	AT5G26210	5	9160125	9160383
AT5G26220	AT5G26220	5	9164505	9164685
MAKR1	AT5G26230	5	9173517	9174542
AT5G26233	AT5G26233	5	9179752	9180539
AT5G26236	AT5G26236	5	9183055	9187480
CLC-D	AT5G26240	5	9189524	9189877
STP8	AT5G26250	5	9196758	9196887
AT5G26260	AT5G26260	5	9200463	9200578
AT5G26262	AT5G26262	5	9203285	9203392
AT5G26270	AT5G26270	5	9206508	9207008
AT5G26280	AT5G26280	5	9208711	9208810
AT5G26283	AT5G26283	5	9214236	9217143
AT5G26286	AT5G26286	5	9220057	9221658
AT5G26290	AT5G26290	5	9226079	9226165
AT5G26300	AT5G26300	5	9229326	9229412
UGT72E3	AT5G26310	5	9234685	9236385
AT5G26320	AT5G26320	5	9238310	9238396
AT5G26330	AT5G26330	5	9242470	9242713
STP13	AT5G26340	5	9246862	9247066
AT5G26345	AT5G26345	5	9249457	9252813
AT5G26350	AT5G26350	5	9253618	9253637
CCT3	AT5G26360	5	9258867	9258991
GWD3	AT5G26570	5	9261580	9261758
ARR24	AT5G26594	5	9269282	9269518
AT5G26618	AT5G26618	5	9272491	9274179
AT5G26642	AT5G26642	5	9274544	9275779
UMK3	AT5G26667	5	9275947	9276056
AT5G26673	AT5G26673	5	9279309	9279611
AT5G26692	AT5G26692	5	9282479	9283007
AT5G26717	AT5G26717	5	9284558	9284997
RH3	AT5G26742	5	9288485	9289003
AT5G26740	AT5G26740	5	9291936	9292142
AT5G26731	AT5G26731	5	9295574	9296380
AT5G26730	AT5G26730	5	9300416	9300478
AT5G26720	AT5G26720	5	9304025	9304743
AT5G26710	AT5G26710	5	9305513	9305812
AT5G26700	AT5G26700	5	9309443	9309625
AT5G26690	AT5G26690	5	9310797	9310916
FEN1	AT5G26680	5	9315447	9315475
PAE10	AT5G26670	5	9318282	9318654
MYB86	AT5G26660	5	9332912	9333174
AGL36	AT5G26650	5	9343785	9345011
AT5G26640	AT5G26640	5	9348041	9348174
AT5G26630	AT5G26630	5	9350815	9351471
AT5G26622	AT5G26622	5	9355980	9357436
AT5G26617	AT5G26617	5	9360462	9360781
AT5G26620	AT5G26620	5	9366957	9366963
AT5G26610	AT5G26610	5	9375183	9375230
CpNIFS3	AT5G26600	5	9377402	9379018
AT5G26590	AT5G26590	5	9381992	9382331
AT5G26582	AT5G26582	5	9388756	9392082
AGL34	AT5G26580	5	9393065	9394102
AT5G26749	AT5G26749	5	9399107	9399239
ASK1	AT5G26751	5	9402268	9402476
AT5G26760	AT5G26760	5	9406606	9407301
AT5G26770	AT5G26770	5	9409961	9410117
AT5G26775	AT5G26775	5	9411666	9416927
SHM2	AT5G26780	5	9418195	9418385
AT5G26790	AT5G26790	5	9423092	9423611
AT5G26800	AT5G26800	5	9425151	9425335
AT5G26805	AT5G26805	5	9427543	9428067
PME52	AT5G26810	5	9430952	9431075
IREG3	AT5G26820	5	9433619	9434030
THRRS	AT5G26830	5	9437297	9437577
AT5G26840	AT5G26840	5	9442510	9442605
AT5G26848	AT5G26848	5	9445119	9445367
AT5G26850	AT5G26850	5	9445440	9445530
LON1	AT5G26860	5	9451048	9451479
AGL26	AT5G26880	5	9458921	9459230
AT5G26890	AT5G26890	5	9460465	9460716
CDC20-4	AT5G26900	5	9463752	9465086
AT5G26910	AT5G26910	5	9469813	9470403
AT5G26912	AT5G26912	5	9471974	9472111
CBP60G	AT5G26920	5	9475747	9475939
GATA23	AT5G26930	5	9479466	9479732
DPD1	AT5G26940	5	9480740	9480786
AGL93	AT5G26950	5	9483251	9484120
AT5G26960	AT5G26960	5	9484734	9486149
AT5G26970	AT5G26970	5	9487060	9487386
SYP41	AT5G26980	5	9490405	9490807
DI19-6	AT5G26990	5	9491072	9491441
ATK4	AT5G27000	5	9498052	9498228
AT5G27010	AT5G27010	5	9507513	9507569
AT5G27020	AT5G27020	5	9508098	9508878
TPR3	AT5G27030	5	9515184	9515396
AT5G27035	AT5G27035	5	9516470	9516708
AT5G27037	AT5G27037	5	9517436	9518141
AT5G27043	AT5G27043	5	9519656	9520055
AGL101	AT5G27050	5	9520276	9520638
AtRLP53	AT5G27060	5	9522534	9525407
AGL53	AT5G27070	5	9527741	9528604
CDC20.3	AT5G27080	5	9529757	9531081
AGL54	AT5G27090	5	9531845	9532408
AT5G27095	AT5G27095	5	9532982	9533649
GLR2.1	AT5G27100	5	9538050	9538333
PCMP-E14	AT5G27110	5	9538572	9540647
NOP5-1	AT5G27120	5	9540925	9540979
AGL39	AT5G27130	5	9546547	9547553
NOP5-3	AT5G27140	5	9548542	9548619
NHX1	AT5G27150	5	9553438	9553767
AT5G27160	AT5G27160	5	9562596	9562781
AT5G27170	AT5G27170	5	9566007	9566072
AT5G27180	AT5G27180	5	9566763	9567176
AT5G27190	AT5G27190	5	9567920	9571164
ACP5	AT5G27200	5	9571185	9571232
AT5G27210	AT5G27210	5	9573800	9574135
AT5G27220	AT5G27220	5	9578757	9581166
FRL5	AT5G27230	5	9584092	9585287
AT5G27238	AT5G27238	5	9593904	9594434
AT5G27240	AT5G27240	5	9597552	9600866
AT5G27247	AT5G27247	5	9601443	9601589
AT5G27250	AT5G27250	5	9601673	9601913
AT5G27260	AT5G27260	5	9603943	9604287
EMB976	AT5G27270	5	9605650	9606192
AT5G27280	AT5G27280	5	9617486	9617674
AT5G27290	AT5G27290	5	9620225	9620533
AT5G27300	AT5G27300	5	9620810	9620979
AT5G27310	AT5G27310	5	9625449	9626561
GID1C	AT5G27320	5	9629087	9629292
AT5G27330	AT5G27330	5	9632703	9634980
AT5G27340	AT5G27340	5	9635885	9635977
AT5G27345	AT5G27345	5	9641505	9643917
SFP1	AT5G27350	5	9648667	9649101
SFP2	AT5G27360	5	9657026	9657274
AT5G27370	AT5G27370	5	9667311	9667886
GSH2	AT5G27380	5	9670604	9670962
AT5G27395	AT5G27395	5	9674009	9674256
AT5G27390	AT5G27390	5	9675816	9676189
AT5G27400	AT5G27400	5	9676334	9676456
AT5G27410	AT5G27410	5	9678666	9678889
ATL31	AT5G27420	5	9684072	9685561
AT5G27430	AT5G27430	5	9687378	9687595
AT5G27440	AT5G27440	5	9689498	9690318
MVK	AT5G27450	5	9690607	9690674
AT5G27460	AT5G27460	5	9694543	9694840
AT5G27470	AT5G27470	5	9695008	9695219
AT5G27480	AT5G27480	5	9699529	9701664
AT5G27490	AT5G27490	5	9704591	9704719
AT5G27495	AT5G27495	5	9706374	9706461
AT5G27500	AT5G27500	5	9708136	9708303
AT5G27505	AT5G27505	5	9710872	9712425
AT5G27510	AT5G27510	5	9713173	9714078
PNC2	AT5G27520	5	9716096	9716354
AT5G27530	AT5G27530	5	9717503	9717592
MIRO1	AT5G27540	5	9722425	9722581
AT5G27550	AT5G27550	5	9731314	9731341
AT5G27560	AT5G27560	5	9731602	9732026
AT5G27570	AT5G27570	5	9734896	9736131
AGL89	AT5G27580	5	9736651	9737322
AT5G27590	AT5G27590	5	9739696	9740473
LACS7	AT5G27600	5	9742576	9742748
AT5G27603	AT5G27603	5	9750868	9751143
AT5G27606	AT5G27606	5	9752002	9752142
ALY1	AT5G27610	5	9764135	9764348
CYCH1-1	AT5G27620	5	9771324	9771821
ACBP5	AT5G27630	5	9776023	9776262
TIF3B1	AT5G27640	5	9785191	9785288
AT5G27650	AT5G27650	5	9785407	9786660
DEGP14	AT5G27660	5	9792221	9792299
HTA7	AT5G27670	5	9793150	9793456
RECQSIM	AT5G27680	5	9798055	9798961
AT5G27690	AT5G27690	5	9803764	9803885
RPS21C	AT5G27700	5	9808429	9808506
AT5G27705	AT5G27705	5	9811769	9812302
AT5G27710	AT5G27710	5	9812988	9813512
AT5G27715	AT5G27715	5	9815402	9815473
LSM4	AT5G27720	5	9815556	9815745
AT5G27730	AT5G27730	5	9820249	9820457
RFC3	AT5G27740	5	9823679	9823914
AT5G27750	AT5G27750	5	9828237	9828312
AT5G27760	AT5G27760	5	9830343	9830465
RPL22C	AT5G27770	5	9835885	9835972
AT5G27771	AT5G27771	5	9837595	9837944
AT5G27780	AT5G27780	5	9838885	9839313
AT5G27790	AT5G27790	5	9841991	9842003
AT5G27800	AT5G27800	5	9842412	9842711
MIR164C	AT5G27807	5	9852664	9852783
AT5G27810	AT5G27810	5	9855827	9856186
AT5G27820	AT5G27820	5	9859854	9859955
AT5G27830	AT5G27830	5	9861289	9861425
TOPP8	AT5G27840	5	9864636	9865038
AT5G27845	AT5G27845	5	9868348	9871836
RPL18C	AT5G27850	5	9873152	9873171
AT5G27860	AT5G27860	5	9876231	9876464
PME28	AT5G27870	5	9880807	9881806
AT5G27880	AT5G27880	5	9885908	9886744
AT5G27882	AT5G27882	5	9888332	9889951
AT5G27885	AT5G27885	5	9892138	9896776
AT5G27889	AT5G27889	5	9903437	9903598
AT5G27890	AT5G27890	5	9903640	9903931
AT5G27895	AT5G27895	5	9906058	9909700
AT5G27900	AT5G27900	5	9913203	9918023
AT5G27902	AT5G27902	5	9921056	9923736
AT5G27905	AT5G27905	5	9925219	9930411
NFYC8	AT5G27910	5	9940736	9941299
AT5G27920	AT5G27920	5	9943881	9944778
AT5G27925	AT5G27925	5	9949686	9954107
SADHU5-2	AT5G27927	5	9956859	9957640
PPC6-7	AT5G27930	5	9959974	9960339
WPP3	AT5G27940	5	9974411	9975071
AT5G27944	AT5G27944	5	9975918	9976592
CDC20-6	AT5G27945	5	9976007	9976283
AT5G27947	AT5G27947	5	9979367	9982856
AT5G27950	AT5G27950	5	9984051	9984921
AGL90	AT5G27960	5	9992114	9992770
AT5G27965	AT5G27965	5	9995665	9999232
AT5G27967	AT5G27967	5	10001590	10001736
AT5G27970	AT5G27970	5	10004720	10004824
AT5G27980	AT5G27980	5	10016536	10016726
AT5G27990	AT5G27990	5	10017036	10017145
AT5G28000	AT5G28000	5	10020679	10020895
AT5G28010	AT5G28010	5	10024813	10025035
CYSD2	AT5G28020	5	10028128	10028531
DES1	AT5G28030	5	10032247	10032441
AT5G28040	AT5G28040	5	10037269	10039001
AT5G28050	AT5G28050	5	10045740	10045975
AT5G28052	AT5G28052	5	10050222	10050317
AT5G28053	AT5G28053	5	10050551	10056352
AT5G28056	AT5G28056	5	10059200	10064669
RPS24B	AT5G28060	5	10070721	10070899
